setting,delta,valid_cov,mu1,mu2,cov11,cov12,cov22,pval_mean,pval_std,pval_base_mean,pval_base_std,pval_recon_mean,pval_recon_std,pval_uniform_mean,pval_uniform_std,ks_p_prop_mean,ks_p_prop_std,ks_p_base_mean,ks_p_base_std,ks_p_recon_mean,ks_p_recon_std,ks_p_uniform_mean,ks_p_uniform_std,label_prob_base_mean,label_prob_base_std,label_prob_shift_mean,label_prob_shift_std
df1,0.0,True,0.0,0.0,1.0,0.0,1.0,0.5593496467059854,0.2953001952515802,0.4908731901664776,0.2693435633786361,1.0,0.0,0.4886641947993999,0.3057742446762673,0.5593496467059854,0.2953001952515802,0.4908731901664776,0.2693435633786361,1.0,0.0,0.4886641947993999,0.3057742446762673,0.924066995382309,0.002941460469957741,0.9238939952850341,0.0032090004555696806
df1,0.05,True,0.0,0.05,1.0,0.0,1.0,0.5008264644627749,0.2798221908695091,0.23705194335220972,0.2660725618283674,1.0,0.0,0.1650392688148779,0.2504047748515765,0.5008264644627749,0.2798221908695091,0.23705194335220972,0.2660725618283674,1.0,0.0,0.1650392688148779,0.2504047748515765,0.9237269711494446,0.0028232778328321773,0.9230043745040893,0.003041569105623281
df1,0.1,True,0.0,0.1,1.0,0.0,1.0,0.5518876336136973,0.28927218677081923,0.04716311099477776,0.11573439584105995,1.0,0.0,0.005224676653826272,0.014580524161461965,0.5518876336136973,0.28927218677081923,0.04716311099477776,0.11573439584105995,1.0,0.0,0.005224676653826272,0.014580524161461965,0.9239468157291413,0.003707748412490724,0.9233607149124146,0.0032139699925626203
df1,0.15000000000000002,True,0.0,0.15000000000000002,1.0,0.0,1.0,0.48587220858324587,0.2976391881122987,0.00484449484381263,0.029877767614172514,1.0,0.0,4.6390514134703684e-07,1.2000691297825419e-06,0.48587220858324587,0.2976391881122987,0.00484449484381263,0.029877767614172514,1.0,0.0,4.6390514134703684e-07,1.2000691297825419e-06,0.9238460087776184,0.0038017472755606987,0.9236487019062042,0.003133009610383343
df1,0.2,True,0.0,0.2,1.0,0.0,1.0,0.4068257345308689,0.3187301042676409,2.3116652974965003e-05,8.250831019744622e-05,1.0,0.0,1.609611770130492e-10,8.868464132548728e-10,0.4068257345308689,0.3187301042676409,2.3116652974965003e-05,8.250831019744622e-05,1.0,0.0,1.609611770130492e-10,8.868464132548728e-10,0.9236138522624969,0.0034325066620559657,0.9233044755458831,0.0033690613213023255
df1,0.25,True,0.0,0.25,1.0,0.0,1.0,0.39534973735548923,0.2851979935984814,2.434653527039914e-06,1.1718237406857494e-05,1.0,0.0,1.572251239573998e-12,1.1113987931433026e-11,0.39534973735548923,0.2851979935984814,2.434653527039914e-06,1.1718237406857494e-05,1.0,0.0,1.572251239573998e-12,1.1113987931433026e-11,0.9238599967956543,0.0031804384344272917,0.9225861704349518,0.0032775542046441326
df1,0.30000000000000004,True,0.0,0.30000000000000004,1.0,0.0,1.0,0.34877288364926307,0.3153297578917454,1.0533644657840989e-11,4.359264463494152e-11,1.0,0.0,1.743522081061707e-22,1.1868548361490066e-21,0.34877288364926307,0.3153297578917454,1.0533644657840989e-11,4.359264463494152e-11,1.0,0.0,1.743522081061707e-22,1.1868548361490066e-21,0.924012781381607,0.003771194205339232,0.922834519147873,0.003394941070540912
df1,0.35000000000000003,True,0.0,0.35000000000000003,1.0,0.0,1.0,0.2030746457637797,0.24345754996224817,4.4468071294282944e-14,1.503666654897231e-13,1.0,0.0,4.9626767858780085e-27,3.5091324460139846e-26,0.2030746457637797,0.24345754996224817,4.4468071294282944e-14,1.503666654897231e-13,1.0,0.0,4.9626767858780085e-27,3.5091324460139846e-26,0.9231805789470673,0.0036539546011914626,0.9219268345832825,0.003524264442254472
df1,0.4,True,0.0,0.4,1.0,0.0,1.0,0.07784650035093298,0.1387331653408435,4.9212695728044425e-19,2.4541266573593076e-18,1.0,0.0,3.703683016440307e-42,2.5378486385722703e-41,0.07784650035093298,0.1387331653408435,4.9212695728044425e-19,2.4541266573593076e-18,1.0,0.0,3.703683016440307e-42,2.5378486385722703e-41,0.9243696916103363,0.0035751711581953004,0.9245245802402496,0.0030549851533604347
df1,0.45,True,0.0,0.45,1.0,0.0,1.0,0.04520888526538072,0.06602517833090986,3.8873931441472613e-23,2.111491789527469e-22,1.0,0.0,9.791175459000256e-53,6.689870124051715e-52,0.04520888526538072,0.06602517833090986,3.8873931441472613e-23,2.111491789527469e-22,1.0,0.0,9.791175459000256e-53,6.689870124051715e-52,0.9228947567939758,0.0036877463586858865,0.9242417085170745,0.0036276842539664537
df1,0.5,True,0.0,0.5,1.0,0.0,1.0,0.014916836605073137,0.0440832418536443,1.7335542485135406e-24,1.2256786564235359e-23,1.0,0.0,1.0691609980849648e-63,7.560006807997192e-63,0.014916836605073137,0.0440832418536443,1.7335542485135406e-24,1.2256786564235359e-23,1.0,0.0,1.0691609980849648e-63,7.560006807997192e-63,0.9237564265727997,0.0032345910316053193,0.922965099811554,0.003296941550808216
