setting,0.0,0.02,0.025,0.04,0.05,0.06,0.07500000000000001,0.08,0.1,0.12,0.125,0.14,0.15000000000000002,0.16,0.17500000000000002,0.18,0.2,0.22,0.225,0.24,0.25,0.26,0.275,0.28,0.3,0.30000000000000004,0.32,0.325,0.34,0.35000000000000003,0.36,0.375,0.38,0.4,0.42500000000000004,0.45,0.47500000000000003,0.5
df1,-0.08,0.0,,0.0,,-0.019999999999999997,,0.060000000000000005,0.0,0.039999999999999994,,0.0,,-0.02,,0.01999999999999999,0.04000000000000001,0.0,,0.09999999999999999,,-0.01999999999999999,,0.08,0.01999999999999999,,0.01999999999999999,,0.09999999999999998,,0.03999999999999998,,0.09999999999999998,-0.01999999999999999,,,,
df2,-0.08,0.0,,0.019999999999999997,,0.019999999999999997,,0.04,0.0,0.0,,0.039999999999999994,,0.04000000000000001,,0.01999999999999999,0.06,0.0,,0.04000000000000001,,0.07999999999999999,,-0.01999999999999999,0.08000000000000002,,0.0,,0.06,,0.09999999999999999,,0.06,0.1,,,,
df3,-0.04000000000000001,,0.019999999999999997,,0.02,,-0.060000000000000005,,-0.020000000000000004,,0.09999999999999999,,0.039999999999999994,,-0.04000000000000001,,-0.14,,-0.07999999999999999,,-0.06,,-0.13999999999999999,,,-0.09999999999999998,,-0.12,,-0.22,,-0.4,,-0.4,-0.48,-0.6,-0.6,-0.52
