delta,pval_base,pval,setting,gap
0.0,0.08,0.08,df1,0.0
0.04,0.08,0.06,df1,0.020000000000000004
0.08,0.1,0.16,df1,-0.06
0.12,0.08,0.14,df1,-0.06000000000000001
0.16,0.26,0.34,df1,-0.08000000000000002
0.2,0.44,0.6,df1,-0.15999999999999998
0.24,0.6,0.78,df1,-0.18000000000000005
0.28,0.78,0.98,df1,-0.19999999999999996
0.32,0.86,0.98,df1,-0.12
0.36,0.98,1.0,df1,-0.020000000000000018
0.4,1.0,1.0,df1,0.0
0.44,1.0,1.0,df1,0.0
0.48,1.0,1.0,df1,0.0
0.52,1.0,1.0,df1,0.0
0.56,1.0,1.0,df1,0.0
0.6,1.0,1.0,df1,0.0
0.64,1.0,1.0,df1,0.0
0.68,1.0,1.0,df1,0.0
0.72,1.0,1.0,df1,0.0
0.76,1.0,1.0,df1,0.0
0.8,1.0,1.0,df1,0.0
0.0,0.08,0.08,df2,0.0
0.04,0.12,0.14,df2,-0.020000000000000018
0.08,0.12,0.2,df2,-0.08000000000000002
0.12,0.1,0.08,df2,0.020000000000000004
0.16,0.24,0.3,df2,-0.06
0.2,0.32,0.34,df2,-0.020000000000000018
0.24,0.26,0.54,df2,-0.28
0.28,0.24,0.52,df2,-0.28
0.32,0.64,0.88,df2,-0.24
0.36,0.62,0.86,df2,-0.24
0.4,0.76,0.92,df2,-0.16000000000000003
0.44,0.82,0.98,df2,-0.16000000000000003
0.48,0.9,1.0,df2,-0.09999999999999998
0.52,0.96,1.0,df2,-0.040000000000000036
0.56,0.92,1.0,df2,-0.07999999999999996
0.6,1.0,1.0,df2,0.0
0.64,0.98,1.0,df2,-0.020000000000000018
0.68,0.98,1.0,df2,-0.020000000000000018
0.72,1.0,0.98,df2,0.020000000000000018
0.76,1.0,1.0,df2,0.0
0.8,1.0,1.0,df2,0.0
0.0,0.08,0.06,df3,0.020000000000000004
0.05,0.16,0.06,df3,0.1
0.1,0.06,0.14,df3,-0.08000000000000002
0.15000000000000002,0.2,0.08,df3,0.12000000000000001
0.2,0.28,0.08,df3,0.2
0.25,0.34,0.06,df3,0.28
0.30000000000000004,0.5,0.16,df3,0.33999999999999997
0.35000000000000003,0.5,0.16,df3,0.33999999999999997
0.4,0.76,0.28,df3,0.48
0.45,0.82,0.3,df3,0.52
0.5,0.92,0.26,df3,0.66
0.55,0.94,0.38,df3,0.5599999999999999
0.6000000000000001,0.96,0.44,df3,0.52
0.65,1.0,0.6,df3,0.4
0.7000000000000001,1.0,0.5,df3,0.5
0.75,1.0,0.64,df3,0.36
0.8,0.98,0.6,df3,0.38
0.8500000000000001,1.0,0.68,df3,0.31999999999999995
0.9,1.0,0.82,df3,0.18000000000000005
0.9500000000000001,1.0,0.9,df3,0.09999999999999998
1.0,1.0,0.94,df3,0.06000000000000005
