setting,epoch,train_total_loss,train_recon,train_divergence,train_stability,val_recon,val_divergence,val_stability,train_frac_safe,train_frac_unsafe,train_safe_acc,train_unsafe_acc,train_overall_acc,train_err_safe,train_err_unsafe,train_err_overall,val_frac_safe,val_frac_unsafe,val_safe_acc,val_unsafe_acc,val_overall_acc,val_err_safe,val_err_unsafe,val_err_overall
basic,11,0.0062621186176935835,0.004657631895194451,0.0012886921564737956,,0.005145103204995394,0.0018180608749389648,,0.9169921875,0.0830078125,1.0,0.1568627450980392,0.9300130208333334,0.0,0.8431372549019608,0.06998697916666663,0.913,0.087,1.0,0.16091954022988506,0.927,0.0,0.8390804597701149,0.07299999999999995
basic,12,0.00415263573328654,0.004097495228052139,0.005438804626464844,,0.004249882884323597,0.0056304931640625,,0.9169921875,0.0830078125,1.0,0.29411764705882354,0.94140625,0.0,0.7058823529411764,0.05859375,0.913,0.087,1.0,0.3448275862068966,0.943,0.0,0.6551724137931034,0.05700000000000005
basic,13,0.0042404223543902235,0.003918591886758804,0.005051215489705403,,0.004187784157693386,0.004351496696472168,,0.9156901041666666,0.08430989583333333,1.0,0.46332046332046334,0.9547526041666666,0.0,0.5366795366795367,0.04524739583333337,0.913,0.087,1.0,0.45977011494252873,0.953,0.0,0.5402298850574713,0.04700000000000004
basic,14,0.0037078180660804114,0.002996525882432858,0.0009493033091227213,,0.003117823973298073,0.0012614727020263672,,0.9186197916666666,0.08138020833333333,1.0,0.4,0.951171875,0.0,0.6,0.048828125,0.913,0.087,1.0,0.4482758620689655,0.952,0.0,0.5517241379310345,0.04800000000000004
basic,15,0.002683136068905393,0.002163827264060577,0.00020261605580647787,,0.0023253087420016527,0.0008971691131591797,,0.9153645833333334,0.08463541666666667,1.0,0.3153846153846154,0.9420572916666666,0.0,0.6846153846153846,0.05794270833333337,0.913,0.087,1.0,0.3793103448275862,0.946,0.0,0.6206896551724138,0.05400000000000005
basic,16,0.0022280962051202855,0.0019985735028361282,0.0004899899164835612,,0.002140315715223551,0.001473069190979004,,0.9153645833333334,0.08463541666666667,1.0,0.3038461538461538,0.9410807291666666,0.0,0.6961538461538461,0.05891927083333337,0.913,0.087,1.0,0.3448275862068966,0.943,0.0,0.6551724137931034,0.05700000000000005
basic,17,0.0017978216831882794,0.0015676027008642752,0.00010947386423746745,,0.001729158335365355,0.0013679265975952148,,0.9192708333333334,0.08072916666666667,1.0,0.3548387096774194,0.9479166666666666,0.0,0.6451612903225806,0.05208333333333337,0.913,0.087,1.0,0.367816091954023,0.945,0.0,0.632183908045977,0.05500000000000005
basic,18,0.0014733371790498495,0.0012561756884679198,0.0003528594970703125,,0.0012739645317196846,0.0015352964401245117,,0.9176432291666666,0.08235677083333333,1.0,0.466403162055336,0.9560546875,0.0,0.5335968379446641,0.0439453125,0.913,0.087,1.0,0.4827586206896552,0.955,0.0,0.5172413793103448,0.04500000000000004
basic,19,0.00124857477688541,0.0011568990303203464,0.000535130500793457,,0.0011258935555815697,0.0018464326858520508,,0.9173177083333334,0.08268229166666667,1.0,0.5866141732283464,0.9658203125,0.0,0.4133858267716536,0.0341796875,0.913,0.087,1.0,0.632183908045977,0.968,0.0,0.367816091954023,0.03200000000000003
basic,20,0.0009806000743992627,0.0008691383991390467,0.0005666017532348633,,0.0008885588613338768,0.001447916030883789,,0.916015625,0.083984375,1.0,0.5775193798449613,0.9645182291666666,0.0,0.42248062015503873,0.03548177083333337,0.913,0.087,1.0,0.6436781609195402,0.969,0.0,0.3563218390804598,0.031000000000000028
basic,21,0.0008133333564425508,0.0007578298100270331,-2.666314442952474e-05,,0.0007537917117588222,0.0009833574295043945,,0.91796875,0.08203125,1.0,0.5476190476190477,0.962890625,0.0,0.45238095238095233,0.037109375,0.913,0.087,1.0,0.5862068965517241,0.964,0.0,0.4137931034482759,0.03600000000000003
basic,22,0.0006938341733378669,0.0006525996141135693,-0.00012675921122233072,,0.0006587858661077917,0.0006707906723022461,,0.9205729166666666,0.07942708333333333,1.0,0.5573770491803278,0.96484375,0.0,0.4426229508196722,0.03515625,0.913,0.087,1.0,0.5862068965517241,0.964,0.0,0.4137931034482759,0.03600000000000003
basic,23,0.0005866368883289397,0.0005138677758319924,-7.704893747965495e-05,,0.0005155501421540976,0.00067138671875,,0.9195963541666666,0.08040364583333333,1.0,0.6275303643724697,0.9700520833333334,0.0,0.3724696356275303,0.02994791666666663,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,24,0.0004882866730137417,0.0004702907075018932,-1.3271967569986979e-05,,0.00046966620720922947,0.0006260871887207031,,0.9208984375,0.0791015625,1.0,0.6666666666666666,0.9736328125,0.0,0.33333333333333337,0.0263671875,0.913,0.087,1.0,0.7471264367816092,0.978,0.0,0.25287356321839083,0.02200000000000002
basic,25,0.00046061539129974943,0.0005388357676565647,-0.00018719832102457681,,0.0005566256586462259,0.0006539821624755859,,0.9192708333333334,0.08072916666666667,1.0,0.6290322580645161,0.9700520833333334,0.0,0.3709677419354839,0.02994791666666663,0.913,0.087,1.0,0.7126436781609196,0.975,0.0,0.28735632183908044,0.025000000000000022
basic,26,0.0008122886259419223,0.0007477814215235412,0.0001757939656575521,,0.000746678386349231,0.0007773637771606445,,0.9166666666666666,0.08333333333333333,1.0,0.61328125,0.9677734375,0.0,0.38671875,0.0322265625,0.913,0.087,1.0,0.7011494252873564,0.974,0.0,0.29885057471264365,0.026000000000000023
basic,27,0.0005267538460126767,0.0006077135913074017,-0.00028264522552490234,,0.000610253366176039,0.0006018877029418945,,0.9208984375,0.0791015625,1.0,0.6049382716049383,0.96875,0.0,0.3950617283950617,0.03125,0.913,0.087,1.0,0.7011494252873564,0.974,0.0,0.29885057471264365,0.026000000000000023
basic,28,0.0004239621533391376,0.0005222909094300121,-0.00013860066731770834,,0.0005288379034027457,0.0006307363510131836,,0.9186197916666666,0.08138020833333333,1.0,0.644,0.9710286458333334,0.0,0.356,0.02897135416666663,0.913,0.087,1.0,0.735632183908046,0.977,0.0,0.26436781609195403,0.02300000000000002
basic,29,0.00038213684456422925,0.0004459652118384838,4.967053731282552e-05,,0.0004447211977094412,0.0007134675979614258,,0.9153645833333334,0.08463541666666667,1.0,0.676923076923077,0.97265625,0.0,0.32307692307692304,0.02734375,0.913,0.087,1.0,0.7471264367816092,0.978,0.0,0.25287356321839083,0.02200000000000002
basic,30,0.0003187037121582155,0.0003730918882259478,-0.000360568364461263,,0.0003829961351584643,0.0005577802658081055,,0.9192708333333334,0.08072916666666667,1.0,0.6491935483870968,0.9716796875,0.0,0.35080645161290325,0.0283203125,0.913,0.087,1.0,0.735632183908046,0.977,0.0,0.26436781609195403,0.02300000000000002
basic,31,0.00029189260385464877,0.0002908204138899843,-0.00031363964080810547,,0.0003157284518238157,0.0005766153335571289,,0.916015625,0.083984375,1.0,0.6201550387596899,0.9680989583333334,0.0,0.3798449612403101,0.03190104166666663,0.913,0.087,1.0,0.7241379310344828,0.976,0.0,0.27586206896551724,0.02400000000000002
basic,32,0.0002562507434049621,0.0002717980290375029,-0.0003508329391479492,,0.00026816927129402757,0.0005704164505004883,,0.9186197916666666,0.08138020833333333,1.0,0.616,0.96875,0.0,0.384,0.03125,0.913,0.087,1.0,0.7241379310344828,0.976,0.0,0.27586206896551724,0.02400000000000002
basic,33,0.00023775823744169125,0.00021779411569392929,-5.257129669189453e-05,,0.0002100169367622584,0.0005958080291748047,,0.9166666666666666,0.08333333333333333,1.0,0.640625,0.9700520833333334,0.0,0.359375,0.02994791666666663,0.913,0.087,1.0,0.7471264367816092,0.978,0.0,0.25287356321839083,0.02200000000000002
basic,34,0.00020026553344602385,0.00014762992213945836,-0.00024640560150146484,,0.0001635748631088063,0.0005491971969604492,,0.916015625,0.083984375,1.0,0.624031007751938,0.9684244791666666,0.0,0.375968992248062,0.03157552083333337,0.913,0.087,1.0,0.735632183908046,0.977,0.0,0.26436781609195403,0.02300000000000002
basic,35,0.00018289980168143907,0.0001380674463386337,-7.780392964680989e-05,,0.0001432703429600224,0.0005663633346557617,,0.9176432291666666,0.08235677083333333,1.0,0.6086956521739131,0.9677734375,0.0,0.3913043478260869,0.0322265625,0.913,0.087,1.0,0.7126436781609196,0.975,0.0,0.28735632183908044,0.025000000000000022
basic,36,0.00015527246675143638,0.00013042535768666616,-0.00042696793874104816,,0.00014960204134695232,0.0005333423614501953,,0.9222005208333334,0.07779947916666667,1.0,0.6234309623430963,0.970703125,0.0,0.37656903765690375,0.029296875,0.913,0.087,1.0,0.7126436781609196,0.975,0.0,0.28735632183908044,0.025000000000000022
basic,37,0.00013685492740478367,0.00017165217044142386,-0.00040570894877115887,,0.00017132492212112993,0.0005280971527099609,,0.9153645833333334,0.08463541666666667,1.0,0.6038461538461538,0.9664713541666666,0.0,0.3961538461538462,0.03352864583333337,0.913,0.087,1.0,0.7126436781609196,0.975,0.0,0.28735632183908044,0.025000000000000022
basic,38,0.00013866746060860655,0.00014170405484037474,-0.00038754940032958984,,0.0001376968139084056,0.0005501508712768555,,0.9173177083333334,0.08268229166666667,1.0,0.6181102362204725,0.9684244791666666,0.0,0.38188976377952755,0.03157552083333337,0.913,0.087,1.0,0.7126436781609196,0.975,0.0,0.28735632183908044,0.025000000000000022
basic,39,0.00014889391604810953,0.00011808918983054657,-0.00036485989888509113,,0.00012603883806150407,0.0006318092346191406,,0.919921875,0.080078125,1.0,0.6097560975609756,0.96875,0.0,0.3902439024390244,0.03125,0.913,0.087,1.0,0.7126436781609196,0.975,0.0,0.28735632183908044,0.025000000000000022
basic,40,0.00012065173844651629,0.00014688406372442842,-0.00018529097239176431,,0.00014452278264798224,0.0006554126739501953,,0.916015625,0.083984375,1.0,0.6511627906976745,0.970703125,0.0,0.34883720930232553,0.029296875,0.913,0.087,1.0,0.7126436781609196,0.975,0.0,0.28735632183908044,0.025000000000000022
basic,41,0.00014298361202236265,0.0001181905633226658,-0.00015807151794433594,,0.00012020992289762944,0.0006885528564453125,,0.9150390625,0.0849609375,1.0,0.6053639846743295,0.9664713541666666,0.0,0.3946360153256705,0.03352864583333337,0.913,0.087,1.0,0.7126436781609196,0.975,0.0,0.28735632183908044,0.025000000000000022
basic,42,0.00010433974239276722,0.00010055164845349888,-0.00032309691111246747,,0.00010661445412551984,0.0006202459335327148,,0.9205729166666666,0.07942708333333333,1.0,0.6229508196721312,0.9700520833333334,0.0,0.3770491803278688,0.02994791666666663,0.913,0.087,1.0,0.7126436781609196,0.975,0.0,0.28735632183908044,0.025000000000000022
basic,43,9.833016035069402e-05,0.00010652660178796698,-0.0003789265950520833,,0.0001041513605741784,0.0005295276641845703,,0.9208984375,0.0791015625,1.0,0.5925925925925926,0.9677734375,0.0,0.40740740740740744,0.0322265625,0.913,0.087,1.0,0.7126436781609196,0.975,0.0,0.28735632183908044,0.025000000000000022
basic,44,9.96396168678378e-05,9.177902393275872e-05,-0.0003203550974527995,,9.92287605185993e-05,0.00042939186096191406,,0.9143880208333334,0.08561197916666667,1.0,0.6311787072243346,0.9684244791666666,0.0,0.36882129277566544,0.03157552083333337,0.913,0.087,1.0,0.7126436781609196,0.975,0.0,0.28735632183908044,0.025000000000000022
basic,45,9.681633916140224e-05,9.913876904950787e-05,-0.0003482500712076823,,9.753218182595447e-05,0.0005197525024414062,,0.9215494791666666,0.07845052083333333,1.0,0.6016597510373444,0.96875,0.0,0.39834024896265563,0.03125,0.913,0.087,1.0,0.7126436781609196,0.975,0.0,0.28735632183908044,0.025000000000000022
basic,46,9.495609750350316e-05,0.00011612124702272315,-0.0003237724304199219,,0.0001177200028905645,0.0005896091461181641,,0.9176432291666666,0.08235677083333333,1.0,0.6284584980237155,0.9694010416666666,0.0,0.37154150197628455,0.03059895833333337,0.913,0.087,1.0,0.7011494252873564,0.974,0.0,0.29885057471264365,0.026000000000000023
basic,47,0.00017889596347231418,0.0005492309380012254,-0.00020329157511393228,,0.0005583976744674146,0.000644683837890625,,0.919921875,0.080078125,1.0,0.6056910569105691,0.9684244791666666,0.0,0.3943089430894309,0.03157552083333337,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,48,0.001215442141983658,0.001301080803386867,-4.986921946207682e-05,,0.00129743164870888,0.0006955862045288086,,0.9202473958333334,0.07975260416666667,1.0,0.6326530612244898,0.970703125,0.0,0.36734693877551017,0.029296875,0.913,0.087,1.0,0.7126436781609196,0.975,0.0,0.28735632183908044,0.025000000000000022
basic,49,0.0006923196245528137,0.0009044145505564908,0.0004539887110392253,,0.000899821927305311,0.0008219480514526367,,0.91796875,0.08203125,1.0,0.6031746031746031,0.9674479166666666,0.0,0.39682539682539686,0.03255208333333337,0.913,0.087,1.0,0.6896551724137931,0.973,0.0,0.31034482758620685,0.027000000000000024
basic,50,0.0005267062418473264,0.0005239535239525139,-9.322166442871094e-05,,0.0005320697091519833,0.0005875825881958008,,0.9173177083333334,0.08268229166666667,1.0,0.6141732283464567,0.9680989583333334,0.0,0.3858267716535433,0.03190104166666663,0.913,0.087,1.0,0.6896551724137931,0.973,0.0,0.31034482758620685,0.027000000000000024
basic,51,0.00039455438673030585,0.00019370147007672736,-0.00048228104909261066,,0.00018976065621245652,0.0005551576614379883,,0.9169921875,0.0830078125,1.0,0.6313725490196078,0.9694010416666666,0.0,0.3686274509803922,0.03059895833333337,0.913,0.087,1.0,0.7126436781609196,0.975,0.0,0.28735632183908044,0.025000000000000022
basic,52,0.000277389165906546,0.00011392423039069399,-0.00024561087290445965,,0.00011575674579944462,0.0008095502853393555,,0.9117838541666666,0.08821614583333333,1.0,0.6162361623616236,0.9661458333333334,0.0,0.3837638376383764,0.03385416666666663,0.913,0.087,1.0,0.7011494252873564,0.974,0.0,0.29885057471264365,0.026000000000000023
basic,53,0.00020034935490305847,0.00025525118204920244,-0.00025002161661783856,,0.00026206221082247794,0.0008285045623779297,,0.9195963541666666,0.08040364583333333,1.0,0.5951417004048583,0.9674479166666666,0.0,0.40485829959514175,0.03255208333333337,0.913,0.087,1.0,0.7011494252873564,0.974,0.0,0.29885057471264365,0.026000000000000023
basic,54,0.00018951664484726885,0.00022751094851021966,-0.0003543694814046224,,0.00023515828070230782,0.00047528743743896484,,0.9169921875,0.0830078125,1.0,0.6078431372549019,0.9674479166666666,0.0,0.3921568627450981,0.03255208333333337,0.913,0.087,1.0,0.7011494252873564,0.974,0.0,0.29885057471264365,0.026000000000000023
basic,55,0.00018211858696304262,0.00010445251731046785,-0.0003630320231119792,,0.0001024664452415891,0.0004284381866455078,,0.923828125,0.076171875,1.0,0.594017094017094,0.9690755208333334,0.0,0.405982905982906,0.03092447916666663,0.913,0.087,1.0,0.7126436781609196,0.975,0.0,0.28735632183908044,0.025000000000000022
basic,56,0.00012783225004871687,0.00011770519389150043,-9.854634602864583e-05,,0.0001215445518027991,0.0003542900085449219,,0.9156901041666666,0.08430989583333333,1.0,0.6138996138996139,0.9674479166666666,0.0,0.3861003861003861,0.03255208333333337,0.913,0.087,1.0,0.7011494252873564,0.974,0.0,0.29885057471264365,0.026000000000000023
basic,57,0.00011476989069099848,0.0001409178706429278,-0.0004183053970336914,,0.000147562735946849,0.0004200935363769531,,0.9153645833333334,0.08463541666666667,1.0,0.6307692307692307,0.96875,0.0,0.36923076923076925,0.03125,0.913,0.087,1.0,0.6896551724137931,0.973,0.0,0.31034482758620685,0.027000000000000024
basic,58,0.00011008212701805557,9.914644518479084e-05,-0.000498811403910319,,0.00010313857637811452,0.0003933906555175781,,0.91796875,0.08203125,1.0,0.5833333333333334,0.9658203125,0.0,0.41666666666666663,0.0341796875,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,59,0.00010616490423368911,8.160620685278748e-05,-0.0002353191375732422,,8.667053043609485e-05,0.0005588531494140625,,0.9212239583333334,0.07877604166666667,1.0,0.6322314049586777,0.9710286458333334,0.0,0.3677685950413223,0.02897135416666663,0.913,0.087,1.0,0.6896551724137931,0.973,0.0,0.31034482758620685,0.027000000000000024
basic,60,8.857158051493268e-05,9.783535157718386e-05,-0.00017420450846354166,,0.00010337978164898232,0.0007426738739013672,,0.91796875,0.08203125,1.0,0.6111111111111112,0.9680989583333334,0.0,0.38888888888888884,0.03190104166666663,0.913,0.087,1.0,0.6896551724137931,0.973,0.0,0.31034482758620685,0.027000000000000024
basic,61,8.885797675854216e-05,0.00010300968036366005,-0.0003990332285563151,,0.00010391412797616795,0.0005285739898681641,,0.9192708333333334,0.08072916666666667,1.0,0.625,0.9697265625,0.0,0.375,0.0302734375,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,62,8.985868529028569e-05,9.068096793877582e-05,-0.0002884864807128906,,8.92115494934842e-05,0.0003604888916015625,,0.9143880208333334,0.08561197916666667,1.0,0.6083650190114068,0.9664713541666666,0.0,0.3916349809885932,0.03352864583333337,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,63,8.792295314682026e-05,7.225687780495112e-05,-1.3788541158040365e-05,,7.835391443222761e-05,0.0003923177719116211,,0.9189453125,0.0810546875,1.0,0.606425702811245,0.9680989583333334,0.0,0.39357429718875503,0.03190104166666663,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,64,7.81745135706539e-05,8.02883951109834e-05,-0.0003055731455485026,,8.056103251874447e-05,0.00040471553802490234,,0.91796875,0.08203125,1.0,0.5873015873015873,0.9661458333333334,0.0,0.4126984126984127,0.03385416666666663,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,65,6.713557862288629e-05,8.053391502471641e-05,-0.00046213467915852863,,7.867780368542299e-05,0.00041294097900390625,,0.9163411458333334,0.08365885416666667,1.0,0.5992217898832685,0.9664713541666666,0.0,0.40077821011673154,0.03352864583333337,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,66,7.087760604918003e-05,7.964101435694222e-05,-0.0004284381866455078,,7.548557914560661e-05,0.0006643533706665039,,0.9212239583333334,0.07877604166666667,1.0,0.6033057851239669,0.96875,0.0,0.39669421487603307,0.03125,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,67,7.20550572926489e-05,7.538033969467506e-05,-0.00019900004069010416,,7.268360786838457e-05,0.0006164312362670898,,0.9166666666666666,0.08333333333333333,1.0,0.60546875,0.9671223958333334,0.0,0.39453125,0.03287760416666663,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,68,7.766176228566717e-05,7.062916968910334e-05,-0.00033303101857503253,,7.113583706086501e-05,0.0005222558975219727,,0.9202473958333334,0.07975260416666667,1.0,0.6163265306122448,0.9694010416666666,0.0,0.38367346938775515,0.03059895833333337,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,69,6.760252047873412e-05,6.361314566068661e-05,-0.0004741350809733073,,7.00611635693349e-05,0.0005089044570922852,,0.9153645833333334,0.08463541666666667,1.0,0.6307692307692307,0.96875,0.0,0.36923076923076925,0.03125,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,70,6.29119870912594e-05,6.391398589281987e-05,-0.00038572152455647785,,6.967136869207025e-05,0.000530242919921875,,0.9176432291666666,0.08235677083333333,1.0,0.6126482213438735,0.9680989583333334,0.0,0.38735177865612647,0.03190104166666663,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,71,5.642858256275455e-05,6.0377621897108234e-05,-0.000517884890238444,,6.776482769055292e-05,0.0004900693893432617,,0.9166666666666666,0.08333333333333333,1.0,0.6015625,0.966796875,0.0,0.3984375,0.033203125,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,72,6.228687561815605e-05,6.68339501620115e-05,-0.0003699858983357747,,6.676869816146791e-05,0.0004972219467163086,,0.9173177083333334,0.08268229166666667,1.0,0.6456692913385826,0.970703125,0.0,0.35433070866141736,0.029296875,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,73,6.270497033256106e-05,6.503646485119437e-05,-0.00038011868794759113,,6.466244667535648e-05,0.0003992319107055664,,0.9127604166666666,0.08723958333333333,1.0,0.6082089552238806,0.9658203125,0.0,0.39179104477611937,0.0341796875,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,74,5.243954001343809e-05,6.43930870865006e-05,-0.00034232934315999347,,6.366378511302173e-05,0.00038945674896240234,,0.91796875,0.08203125,1.0,0.6111111111111112,0.9680989583333334,0.0,0.38888888888888884,0.03190104166666663,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,75,5.65916355602288e-05,5.698897681819896e-05,0.00019049644470214844,,6.298243533819914e-05,0.0005555152893066406,,0.9231770833333334,0.07682291666666667,1.0,0.6228813559322034,0.9710286458333334,0.0,0.3771186440677966,0.02897135416666663,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,76,6.077724901842885e-05,6.022804033515664e-05,-0.00028244654337565106,,6.17649857304059e-05,0.0006573200225830078,,0.916015625,0.083984375,1.0,0.6085271317829457,0.9671223958333334,0.0,0.3914728682170543,0.03287760416666663,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,77,5.656802143979197e-05,6.301902976701967e-05,-0.0002816120783487956,,6.0703867347911e-05,0.0007210969924926758,,0.9182942708333334,0.08170572916666667,1.0,0.5936254980079682,0.966796875,0.0,0.40637450199203184,0.033203125,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,78,5.371883404829229e-05,5.9978093001215406e-05,-0.00038452943166097003,,5.9596528444672003e-05,0.0006414651870727539,,0.9169921875,0.0830078125,1.0,0.6,0.966796875,0.0,0.4,0.033203125,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,79,4.876450839219615e-05,5.834112986728238e-05,-0.0003587007522583008,,6.017747728037648e-05,0.0005477666854858398,,0.9173177083333334,0.08268229166666667,1.0,0.5984251968503937,0.966796875,0.0,0.40157480314960625,0.033203125,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,80,5.3002666390966624e-05,5.839716565484802e-05,-0.00039406617482503253,,5.7891673350241035e-05,0.00041663646697998047,,0.9195963541666666,0.08040364583333333,1.0,0.611336032388664,0.96875,0.0,0.38866396761133604,0.03125,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,81,5.962638776206101e-05,5.539737806733077e-05,-0.00028701623280843097,,5.6723783927736804e-05,0.00040328502655029297,,0.9153645833333334,0.08463541666666667,1.0,0.6269230769230769,0.9684244791666666,0.0,0.3730769230769231,0.03157552083333337,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,82,5.654986064958697e-05,5.0881330632061385e-05,-0.00041679541269938153,,5.721665365854278e-05,0.000377655029296875,,0.9176432291666666,0.08235677083333333,1.0,0.6284584980237155,0.9694010416666666,0.0,0.37154150197628455,0.03059895833333337,0.913,0.087,1.0,0.6781609195402298,0.972,0.0,0.32183908045977017,0.028000000000000025
basic,83,5.6596660821620994e-05,5.444889635934184e-05,-0.00039788087209065753,,5.481439802679233e-05,0.0003439188003540039,,0.9153645833333334,0.08463541666666667,1.0,0.6038461538461538,0.9664713541666666,0.0,0.3961538461538462,0.03352864583333337,0.913,0.087,1.0,0.6666666666666666,0.971,0.0,0.33333333333333337,0.029000000000000026
basic,84,4.92106810270343e-05,5.1364803463608645e-05,-0.00039184093475341797,,5.473135752254166e-05,0.00026929378509521484,,0.9189453125,0.0810546875,1.0,0.5863453815261044,0.9664713541666666,0.0,0.4136546184738956,0.03352864583333337,0.913,0.087,1.0,0.6666666666666666,0.971,0.0,0.33333333333333337,0.029000000000000026
