setting,delta,valid_cov,mu1,mu2,cov11,cov12,cov22,pval_mean,pval_std,pval_base_mean,pval_base_std,pval_recon_mean,pval_recon_std,pval_uniform_mean,pval_uniform_std,ks_p_prop_mean,ks_p_prop_std,ks_p_base_mean,ks_p_base_std,ks_p_recon_mean,ks_p_recon_std,ks_p_uniform_mean,ks_p_uniform_std,label_prob_base_mean,label_prob_base_std,label_prob_shift_mean,label_prob_shift_std
df1,0.0,True,0.0,0.0,1.0,0.0,1.0,0.5283630123922107,0.3028490463809771,0.5007627115027884,0.2528782330816957,0.5403375876826457,0.29134730947367465,0.489176548281759,0.2993085943715117,0.5283630123922107,0.3028490463809771,0.5007627115027884,0.2528782330816957,0.5403375876826457,0.29134730947367465,0.489176548281759,0.2993085943715117,0.9232020342350006,0.0031375181304776115,0.9218305480480194,0.0034932992845329424
df1,0.05,True,0.0,0.05,1.0,0.0,1.0,0.49048709813638175,0.2911537155438431,0.5190747510417565,0.3133564597109081,0.25988428996179846,0.24667169008122466,0.09934438578781936,0.16043405705808197,0.49048709813638175,0.2911537155438431,0.5190747510417565,0.3133564597109081,0.25988428996179846,0.24667169008122466,0.09934438578781936,0.16043405705808197,0.9223268938064575,0.003489685756301496,0.923032740354538,0.0032522621325874568
df1,0.1,True,0.0,0.1,1.0,0.0,1.0,0.43270496230771976,0.30938143254630074,0.39644275768219406,0.3303130400461475,0.07311327061880908,0.12675649281681767,0.01280738228453701,0.06805380097788519,0.43270496230771976,0.30938143254630074,0.39644275768219406,0.3303130400461475,0.07311327061880908,0.12675649281681767,0.01280738228453701,0.06805380097788519,0.9224755823612213,0.00364101523656423,0.9222948801517487,0.0036076804807169145
df1,0.15000000000000002,True,0.0,0.15000000000000002,1.0,0.0,1.0,0.41425218862420143,0.27164022075804045,0.2793837284286107,0.2809032176242856,0.0027627669221041394,0.0095218496015626,2.8051933015412303e-06,8.072110943123994e-06,0.41425218862420143,0.27164022075804045,0.2793837284286107,0.2809032176242856,0.0027627669221041394,0.0095218496015626,2.8051933015412303e-06,8.072110943123994e-06,0.9220436120033264,0.003601257123945064,0.9228298687934875,0.003771033557455808
df1,0.2,True,0.0,0.2,1.0,0.0,1.0,0.40446921941624486,0.2614284171927802,0.15073448041082663,0.19761147983552904,1.1705388834748723e-06,3.592878321989519e-06,9.860517326036684e-10,6.123369424849389e-09,0.40446921941624486,0.2614284171927802,0.15073448041082663,0.19761147983552904,1.1705388834748723e-06,3.592878321989519e-06,9.860517326036684e-10,6.123369424849389e-09,0.9225790846347809,0.003734786443122196,0.9229689931869507,0.003573669605235897
df1,0.25,True,0.0,0.25,1.0,0.0,1.0,0.39887386337210723,0.28257038709943827,0.08538698820236698,0.16846553680223175,3.662913532857549e-08,2.2411244392086606e-07,2.0659465116467866e-18,8.137269207072665e-18,0.39887386337210723,0.28257038709943827,0.08538698820236698,0.16846553680223175,3.662913532857549e-08,2.2411244392086606e-07,2.0659465116467866e-18,8.137269207072665e-18,0.9224489903450013,0.0034528111661838276,0.9212818562984466,0.0029047246721839804
df1,0.30000000000000004,True,0.0,0.30000000000000004,1.0,0.0,1.0,0.27106276273067204,0.2622964668073696,0.03388541856975349,0.07175296775578174,1.9695214198013232e-12,1.0103887119286641e-11,6.322876937113456e-21,4.4168759974596273e-20,0.27106276273067204,0.2622964668073696,0.03388541856975349,0.07175296775578174,1.9695214198013232e-12,1.0103887119286641e-11,6.322876937113456e-21,4.4168759974596273e-20,0.9232947909832001,0.0035944616222275045,0.9223104560375214,0.003434983338349403
df1,0.35000000000000003,True,0.0,0.35000000000000003,1.0,0.0,1.0,0.1948804932732518,0.22793521307489592,0.006780781141675008,0.015043099864241112,3.3007735901485344e-17,2.1448945922599392e-16,1.7981199287972908e-31,9.46038374191178e-31,0.1948804932732518,0.22793521307489592,0.006780781141675008,0.015043099864241112,3.3007735901485344e-17,2.1448945922599392e-16,1.7981199287972908e-31,9.46038374191178e-31,0.9218749499320984,0.003260858496019383,0.9219706737995148,0.0036354685346887735
df1,0.4,True,0.0,0.4,1.0,0.0,1.0,0.1948857321519692,0.20334260357331804,0.00453300903644432,0.01417316135726656,1.1128758547906167e-21,5.89026160791477e-21,8.265434532609874e-39,5.844544756397289e-38,0.1948857321519692,0.20334260357331804,0.00453300903644432,0.01417316135726656,1.1128758547906167e-21,5.89026160791477e-21,8.265434532609874e-39,5.844544756397289e-38,0.9222051632404328,0.0035013482278647085,0.9224615526199341,0.0038354881839396697
df1,0.45,True,0.0,0.45,1.0,0.0,1.0,0.11993237748357323,0.14124585847257778,0.000782802813615668,0.003759806421801543,6.881750018128385e-31,4.708541957194917e-30,7.4342580991212775e-50,5.2141735625516174e-49,0.11993237748357323,0.14124585847257778,0.000782802813615668,0.003759806421801543,6.881750018128385e-31,4.708541957194917e-30,7.4342580991212775e-50,5.2141735625516174e-49,0.9226816952228546,0.003144038686515459,0.9216289699077607,0.003889064402073607
