setting,delta,valid_cov,mu1,mu2,cov11,cov12,cov22,pval_mean,pval_std,pval_base_mean,pval_base_std,pval_recon_mean,pval_recon_std,pval_uniform_mean,pval_uniform_std,pval_label_mean,pval_label_std,ks_p_prop_mean,ks_p_prop_std,ks_p_base_mean,ks_p_base_std,ks_p_recon_mean,ks_p_recon_std,ks_p_uniform_mean,ks_p_uniform_std,label_prob_base_mean,label_prob_base_std,label_prob_shift_mean,label_prob_shift_std
df1,0.0,True,0.0,0.0,1.0,0.0,1.0,0.4933592364070409,0.30444045408048354,0.5438851725258442,0.30047922912143554,0.49950545097386945,0.2629645249599667,0.5346286502476358,0.29922977218285896,0.9829846066615713,0.025474463625114907,0.4933592364070409,0.30444045408048354,0.5438851725258442,0.30047922912143554,0.49950545097386945,0.2629645249599667,0.5346286502476358,0.29922977218285896,0.9109332406520844,0.003993230063846199,0.9114742171764374,0.003914058461841571
df1,0.05,True,0.0,0.05,1.0,0.0,1.0,0.4359826241064091,0.3191641632909049,0.25892473729453674,0.24285548468966675,0.455967001360355,0.284902125261357,0.28245125146045696,0.2902656882727522,0.9857892117847503,0.03685287712451859,0.4359826241064091,0.3191641632909049,0.25892473729453674,0.24285548468966675,0.455967001360355,0.284902125261357,0.28245125146045696,0.2902656882727522,0.9112105476856232,0.004092183704475584,0.9117781686782837,0.0033441756744134873
df1,0.1,True,0.0,0.1,1.0,0.0,1.0,0.36825021675638403,0.3246810980074041,0.11337325085159172,0.2033417636435937,0.4219012149186912,0.2654182770506144,0.09893318139448311,0.15086615267731077,0.9787454592018798,0.07874868636704106,0.36825021675638403,0.3246810980074041,0.11337325085159172,0.2033417636435937,0.4219012149186912,0.2654182770506144,0.09893318139448311,0.15086615267731077,0.9108726501464843,0.0034122704063439713,0.9117784893512726,0.003680461285852491
df1,0.15000000000000002,True,0.0,0.15000000000000002,1.0,0.0,1.0,0.21776996831642645,0.2615606000759547,0.01673319571128387,0.05319302458968879,0.47265896756734216,0.2981053315617225,0.004570754420331148,0.010065325272004903,0.9794352170774997,0.044759228156003035,0.21776996831642645,0.2615606000759547,0.01673319571128387,0.05319302458968879,0.47265896756734216,0.2981053315617225,0.004570754420331148,0.010065325272004903,0.9122095036506653,0.004031867304782672,0.911127337217331,0.003608502774189768
df1,0.2,True,0.0,0.2,1.0,0.0,1.0,0.08603573101962496,0.1924582493565854,0.0015536328298523985,0.005668985540790315,0.3693224286535547,0.2302697394270974,0.0003553296508297423,0.0015498525211853748,0.9544398586764383,0.09251804123047982,0.08603573101962496,0.1924582493565854,0.0015536328298523985,0.005668985540790315,0.3693224286535547,0.2302697394270974,0.0003553296508297423,0.0015498525211853748,0.9111293339729309,0.003688328625779152,0.9106148338317871,0.004998434034128559
df1,0.25,True,0.0,0.25,1.0,0.0,1.0,0.031203407166446432,0.06504042583265839,0.00011178630379458186,0.0003899582098423901,0.3132196399060577,0.28692425825171547,1.7825137024136295e-06,5.715311668240343e-06,0.9794632065214484,0.045105516197566385,0.031203407166446432,0.06504042583265839,0.00011178630379458186,0.0003899582098423901,0.3132196399060577,0.28692425825171547,1.7825137024136295e-06,5.715311668240343e-06,0.9118575322628021,0.003791300208503102,0.9119328880310058,0.004264467827785867
df1,0.30000000000000004,True,0.0,0.30000000000000004,1.0,0.0,1.0,0.005200475446278299,0.013411595297347492,1.5609311395984355e-07,6.603831603064758e-07,0.29838910644367533,0.24081035965288342,1.0962998534650867e-07,4.5974167833500567e-07,0.9799525833951707,0.043945559397051026,0.005200475446278299,0.013411595297347492,1.5609311395984355e-07,6.603831603064758e-07,0.29838910644367533,0.24081035965288342,1.0962998534650867e-07,4.5974167833500567e-07,0.9103517079353333,0.003538815089653484,0.9118240070343018,0.00436204425344061
df1,0.35000000000000003,True,0.0,0.35000000000000003,1.0,0.0,1.0,0.0024876619589590653,0.012723585135981697,6.963378319002043e-08,4.6509736316431753e-07,0.22340723856938474,0.21447978773909349,1.0484262873060381e-11,4.986850058654018e-11,0.9835219712609328,0.0249893448559427,0.0024876619589590653,0.012723585135981697,6.963378319002043e-08,4.6509736316431753e-07,0.22340723856938474,0.21447978773909349,1.0484262873060381e-11,4.986850058654018e-11,0.9114718747138977,0.0035745703835724707,0.9106958186626435,0.0031055662752391376
df1,0.4,True,0.0,0.4,1.0,0.0,1.0,2.4019072873599253e-05,0.00012058003708954814,8.665854635217648e-11,3.2103757194186996e-10,0.18833279815570414,0.23326234443831928,1.7200259971073879e-15,6.927232503291897e-15,0.97690589644164,0.0318795871604183,2.4019072873599253e-05,0.00012058003708954814,8.665854635217648e-11,3.2103757194186996e-10,0.18833279815570414,0.23326234443831928,1.7200259971073879e-15,6.927232503291897e-15,0.9123164737224578,0.0038427982974007543,0.9105031907558441,0.0037697239037506026
df1,0.45,True,0.0,0.45,1.0,0.0,1.0,1.2782153837588554e-06,7.199646700065894e-06,1.0741731655471032e-13,6.425884645190707e-13,0.14372047015164985,0.17635933392202535,5.997902227038334e-19,2.930838356764323e-18,0.9652230824851695,0.06179977285499652,1.2782153837588554e-06,7.199646700065894e-06,1.0741731655471032e-13,6.425884645190707e-13,0.14372047015164985,0.17635933392202535,5.997902227038334e-19,2.930838356764323e-18,0.9114264726638794,0.0039310912327506255,0.9102832543849945,0.003944178556655002
df1,0.5,True,0.0,0.5,1.0,0.0,1.0,1.0541110135171344e-08,4.591334444837357e-08,5.505832010322779e-16,3.4890639392862044e-15,0.12935092372172483,0.1467620676618806,2.4983560037832447e-21,1.729396254934068e-20,0.9762365326984225,0.047243129334224594,1.0541110135171344e-08,4.591334444837357e-08,5.505832010322779e-16,3.4890639392862044e-15,0.12935092372172483,0.1467620676618806,2.4983560037832447e-21,1.729396254934068e-20,0.9117135524749755,0.0034764907032868333,0.91085573554039,0.0036058148873859843
df1,0.55,True,0.0,0.55,1.0,0.0,1.0,8.156255263536711e-10,3.6782291554879597e-09,7.272240111966543e-21,4.453552101694959e-20,0.11181566360370444,0.18601592218486154,6.1902369054472005e-30,3.070763413878155e-29,0.9697498662315124,0.05736113897640512,8.156255263536711e-10,3.6782291554879597e-09,7.272240111966543e-21,4.453552101694959e-20,0.11181566360370444,0.18601592218486154,6.1902369054472005e-30,3.070763413878155e-29,0.9109699201583862,0.0038685287384962325,0.9101400291919708,0.0035560804344002407
df1,0.6000000000000001,True,0.0,0.6000000000000001,1.0,0.0,1.0,7.662906897735467e-12,3.96047465921946e-11,9.797207244198581e-20,6.927261442638726e-19,0.08790856593106999,0.14125951230545086,2.3612944804346535e-38,1.6548552954569346e-37,0.9627749605030934,0.08334800365504506,7.662906897735467e-12,3.96047465921946e-11,9.797207244198581e-20,6.927261442638726e-19,0.08790856593106999,0.14125951230545086,2.3612944804346535e-38,1.6548552954569346e-37,0.9120727562904358,0.003877694632201473,0.9106013536453247,0.004023607370778455
df1,0.65,True,0.0,0.65,1.0,0.0,1.0,1.733714452086431e-19,4.990576948043724e-19,1.897489890831489e-25,1.2748555269800892e-24,0.024241557743004377,0.04734555889334297,1.713401149294239e-39,1.2115574892652513e-38,0.9583395605103371,0.07569618237883598,1.733714452086431e-19,4.990576948043724e-19,1.897489890831489e-25,1.2748555269800892e-24,0.024241557743004377,0.04734555889334297,1.713401149294239e-39,1.2115574892652513e-38,0.9116051161289215,0.003671600289923744,0.9103492081165314,0.0043078795658288436
df1,0.7000000000000001,True,0.0,0.7000000000000001,1.0,0.0,1.0,2.7061814549310408e-21,1.7348352402729925e-20,1.1698443788889541e-26,8.25900344376429e-26,0.03342154727415363,0.10749903521528671,2.708280697112573e-51,1.9147595053667572e-50,0.9490023976650476,0.11123065115498328,2.7061814549310408e-21,1.7348352402729925e-20,1.1698443788889541e-26,8.25900344376429e-26,0.03342154727415363,0.10749903521528671,2.708280697112573e-51,1.9147595053667572e-50,0.9113804161548614,0.003661574912541951,0.910226674079895,0.00481066331457823
df1,0.75,True,0.0,0.75,1.0,0.0,1.0,4.640016243772602e-26,1.4896159507754298e-25,9.72911655478953e-34,6.233713809747797e-33,0.006080381367498674,0.013117618996977191,5.542600743871102e-65,3.518454572688628e-64,0.9642052700603314,0.056627041779227894,4.640016243772602e-26,1.4896159507754298e-25,9.72911655478953e-34,6.233713809747797e-33,0.006080381367498674,0.013117618996977191,5.542600743871102e-65,3.518454572688628e-64,0.9111092472076416,0.003644017324546728,0.9101083266735077,0.0038987046641240633
