delta,label_prob_base_mean,label_prob_base_std,label_prob_shift_mean,label_prob_shift_std,setting
0.0,0.9191669321060181,0.003955859190320233,0.9187681937217712,0.0033067835695060658,df1
0.05,0.9178484117984772,0.004062893967706304,0.9199300003051758,0.0033452203930091177,df1
0.1,0.9194544863700866,0.002873311082921732,0.918888647556305,0.0040798960499146015,df1
0.15000000000000002,0.9187808525562287,0.0049795658388593015,0.9189213180541992,0.0035539569644898864,df1
0.2,0.9187099587917328,0.0035785375815025134,0.9194116353988647,0.0037757962799535734,df1
0.25,0.9187559962272644,0.0035756353759044636,0.9198148989677429,0.004045471161696767,df1
0.30000000000000004,0.9187689340114593,0.0033980759322071365,0.9197614741325378,0.0037263645424686492,df1
0.35000000000000003,0.9187111794948578,0.0040314493576940925,0.9196243667602539,0.003734028170661033,df1
0.4,0.919229440689087,0.004091538389639847,0.9197791314125061,0.003813497548915501,df1
0.45,0.9201608884334564,0.004556439791182165,0.9193866503238678,0.0033594353680664953,df1
0.5,0.9196138858795166,0.003319984132191838,0.9196412098407746,0.003205887435933309,df1
0.55,0.9185747265815735,0.0038109812806909633,0.9194516098499298,0.003262481319600668,df1
0.6000000000000001,0.91935387134552,0.004314163722013739,0.9187079226970672,0.0033280961044196097,df1
0.65,0.9198886692523957,0.0036500008098869488,0.9199798917770385,0.004523060433517665,df1
0.7000000000000001,0.9179614615440369,0.0030825807265403124,0.9201877248287201,0.0035527905589212714,df1
0.75,0.9197148597240448,0.0035922402183976706,0.9208986699581146,0.003139721018535589,df1
0.8,0.9202509558200836,0.0035426820085380233,0.9207310557365418,0.0037227098267957888,df1
0.8500000000000001,0.9197271573543548,0.003753367274471167,0.9203130578994752,0.003354745465484331,df1
0.9,0.9198601627349854,0.0038380218476689975,0.9209710621833801,0.0037533104883696812,df1
0.9500000000000001,0.9188279628753662,0.003626439976799521,0.9202440357208252,0.004223223137597253,df1
1.0,0.9185870289802551,0.0036995488978949363,0.9220835638046264,0.0035098937496464318,df1
0.0,0.9191669321060181,0.003955859190320233,0.9187681937217712,0.0033067835695060658,df2
0.05,0.9178484117984772,0.004062893967706304,0.9194587206840515,0.0035908670062656323,df2
0.1,0.9194544863700866,0.002873311082921732,0.9174987721443176,0.004568478790679908,df2
0.15000000000000002,0.9187808525562287,0.0049795658388593015,0.9158538675308228,0.004015937738343099,df2
0.2,0.9187099587917328,0.0035785375815025134,0.9136715650558471,0.003460803628511465,df2
0.25,0.9187559962272644,0.0035756353759044636,0.9110681426525116,0.0042618270991183595,df2
0.30000000000000004,0.9187689340114593,0.0033980759322071365,0.90681680560112,0.004173317742044167,df2
0.35000000000000003,0.9187111794948578,0.0040314493576940925,0.902220721244812,0.003141963215157298,df2
0.4,0.919229440689087,0.004091538389639847,0.8985656845569611,0.004001465238072199,df2
0.45,0.9201608884334564,0.004556439791182165,0.8916487765312194,0.005194451628801181,df2
0.5,0.9196138858795166,0.003319984132191838,0.8867957091331482,0.005109184351282198,df2
0.55,0.9185747265815735,0.0038109812806909633,0.8800972139835358,0.0040678184810347155,df2
0.6000000000000001,0.91935387134552,0.004314163722013739,0.87268359541893,0.004627695243671944,df2
0.65,0.9198886692523957,0.0036500008098869488,0.8646239948272705,0.004052667532527218,df2
0.7000000000000001,0.9179614615440369,0.0030825807265403124,0.8566948890686035,0.004866695809043,df2
0.75,0.9197148597240448,0.0035922402183976706,0.8491486942768097,0.005574564011717018,df2
0.8,0.9202509558200836,0.0035426820085380233,0.8361239063739777,0.005574428461903607,df2
0.8500000000000001,0.9197271573543548,0.003753367274471167,0.8279609560966492,0.004701164338417967,df2
0.9,0.9198601627349854,0.0038380218476689975,0.8180140054225922,0.006584773484648936,df2
0.9500000000000001,0.9188279628753662,0.003626439976799521,0.8053442597389221,0.0056052360274107494,df2
1.0,0.9185870289802551,0.0036995488978949363,0.7947940194606781,0.005693970029604201,df2
0.0,0.8048868465423584,0.005593677584782542,0.8062175989151001,0.006256933862577521,df3
0.05,0.8051359272003173,0.005235310057890506,0.8050465202331543,0.004880699413517634,df3
0.1,0.8071167528629303,0.006201715732496673,0.8064162290096283,0.005645336536199186,df3
0.15000000000000002,0.806258671283722,0.005294874632565047,0.8063938069343567,0.0052869788329275,df3
0.2,0.8067488861083985,0.004292221902350406,0.8073957622051239,0.005192534058642707,df3
0.25,0.8057280099391937,0.004972826503439872,0.8068671369552612,0.006224241166148862,df3
0.30000000000000004,0.8067291855812073,0.004875983946826565,0.8075338065624237,0.005204052213000029,df3
0.35000000000000003,0.805779938697815,0.004503248508367481,0.8096178674697876,0.004738666443692993,df3
0.4,0.805659350156784,0.005698617658534135,0.8073341691493988,0.004528948863077255,df3
0.45,0.8057188379764557,0.005553011352232672,0.8075902318954468,0.005257235550090573,df3
0.5,0.8053588712215424,0.0048745708083685274,0.8078134381771087,0.004940297014073988,df3
0.55,0.8069847357273102,0.005611250452056649,0.808539559841156,0.004883286870586891,df3
0.6000000000000001,0.8046213865280152,0.006326450572837356,0.8085430920124054,0.00611662569298311,df3
0.65,0.8058412110805512,0.004307169346147262,0.8087072455883026,0.005406182711434614,df3
0.7000000000000001,0.8045976912975311,0.005451736875702504,0.8102996945381165,0.005171359138075673,df3
0.75,0.8058025681972504,0.004298679153742274,0.8115379893779755,0.004099293878971832,df3
0.8,0.8048149418830871,0.00477696586519209,0.8123123204708099,0.0062136626249291475,df3
0.8500000000000001,0.8047685766220093,0.005002485195539736,0.8112876677513122,0.0052916946595014894,df3
0.9,0.8057283997535706,0.005259301247062551,0.8136576676368713,0.005176816275212821,df3
0.9500000000000001,0.8060954785346985,0.005138222177125067,0.8143230533599853,0.005019085700336686,df3
1.0,0.8066922891139984,0.004758427448210218,0.8155919182300567,0.004928042657587543,df3
