setting,delta,valid_cov,mu1,mu2,cov11,cov12,cov22,pval_mean,pval_std,pval_base_mean,pval_base_std,pval_recon_mean,pval_recon_std,pval_uniform_mean,pval_uniform_std,ks_p_prop_mean,ks_p_prop_std,ks_p_base_mean,ks_p_base_std,ks_p_recon_mean,ks_p_recon_std,ks_p_uniform_mean,ks_p_uniform_std,label_prob_base_mean,label_prob_base_std,label_prob_shift_mean,label_prob_shift_std
df1,0.0,True,0.0,0.0,1.0,0.0,1.0,0.430515295155534,0.29992724919388625,0.4459676175420089,0.296307016707592,1.0,0.0,0.42392107651014554,0.3116235584565121,0.430515295155534,0.29992724919388625,0.4459676175420089,0.296307016707592,1.0,0.0,0.42392107651014554,0.3116235584565121,0.9149967098236084,0.0041799842395988255,0.9152197611331939,0.003826773957909659
df1,0.05,True,0.0,0.05,1.0,0.0,1.0,0.10794034360635957,0.19491943503314238,0.12755737997849706,0.16933361012010253,1.0,0.0,0.10066624682702457,0.1877816925605621,0.10794034360635957,0.19491943503314238,0.12755737997849706,0.16933361012010253,1.0,0.0,0.10066624682702457,0.1877816925605621,0.9155871665477753,0.0033732057071717983,0.9151102793216705,0.004290094905064771
df1,0.1,True,0.0,0.1,1.0,0.0,1.0,0.0022243798592317078,0.006433396180869785,0.009012835334349,0.019207423519623363,1.0,0.0,0.001762270921061407,0.006852071091423626,0.0022243798592317078,0.006433396180869785,0.009012835334349,0.019207423519623363,1.0,0.0,0.001762270921061407,0.006852071091423626,0.9151043283939362,0.00298488139998084,0.9157828521728516,0.0037742832987549164
df1,0.15000000000000002,True,0.0,0.15000000000000002,1.0,0.0,1.0,1.191484095791315e-05,6.345101059208053e-05,0.0001522009552274269,0.0005328641111071258,1.0,0.0,7.292910995013384e-07,2.309847821817012e-06,1.191484095791315e-05,6.345101059208053e-05,0.0001522009552274269,0.0005328641111071258,1.0,0.0,7.292910995013384e-07,2.309847821817012e-06,0.9154331254959106,0.0032191125762624823,0.9151979875564575,0.0047920383785775575
df1,0.2,True,0.0,0.2,1.0,0.0,1.0,4.825683236928251e-09,3.110077436114618e-08,2.787286856382701e-07,1.1352928686027706e-06,1.0,0.0,2.868857055242425e-11,1.1136631329074283e-10,4.825683236928251e-09,3.110077436114618e-08,2.787286856382701e-07,1.1352928686027706e-06,1.0,0.0,2.868857055242425e-11,1.1136631329074283e-10,0.9157143819332123,0.0038034414597515206,0.9150910007953644,0.0033753451848109375
df1,0.25,True,0.0,0.25,1.0,0.0,1.0,5.05494209265069e-14,3.5549720061826217e-13,7.666808407933935e-13,3.106622560049642e-12,1.0,0.0,9.885237644475743e-17,6.84748885144765e-16,5.05494209265069e-14,3.5549720061826217e-13,7.666808407933935e-13,3.106622560049642e-12,1.0,0.0,9.885237644475743e-17,6.84748885144765e-16,0.9153841078281403,0.0030984264324545865,0.9157715141773224,0.004300611454113848
df1,0.30000000000000004,True,0.0,0.30000000000000004,1.0,0.0,1.0,1.0936730319980005e-20,7.716251180385329e-20,7.90710080656013e-18,3.582345378279772e-17,1.0,0.0,5.317270948024686e-26,3.635234340151476e-25,1.0936730319980005e-20,7.716251180385329e-20,7.90710080656013e-18,3.582345378279772e-17,1.0,0.0,5.317270948024686e-26,3.635234340151476e-25,0.9145476365089417,0.003660094237834107,0.9154910874366761,0.0038646605376220274
df1,0.35000000000000003,True,0.0,0.35000000000000003,1.0,0.0,1.0,8.596022037533969e-32,5.795282837527173e-31,2.6461955968118513e-24,1.8392023942198608e-23,1.0,0.0,5.226817019690599e-38,3.59685534839332e-37,8.596022037533969e-32,5.795282837527173e-31,2.6461955968118513e-24,1.8392023942198608e-23,1.0,0.0,5.226817019690599e-38,3.59685534839332e-37,0.9152773702144623,0.0037330638644740423,0.9153470909595489,0.0035957321596265727
df1,0.4,True,0.0,0.4,1.0,0.0,1.0,6.982374235787861e-42,4.384392680609942e-41,2.6072848105107693e-27,1.8387689779488707e-26,1.0,0.0,6.171952338101451e-45,4.28800981390778e-44,6.982374235787861e-42,4.384392680609942e-41,2.6072848105107693e-27,1.8387689779488707e-26,1.0,0.0,6.171952338101451e-45,4.28800981390778e-44,0.9153338193893432,0.0036579422447164415,0.9157582819461823,0.0037269709997827067
df1,0.45,True,0.0,0.45,1.0,0.0,1.0,6.433518722160616e-49,4.172214706746234e-48,9.693237235771448e-39,4.904239675802017e-38,1.0,0.0,1.8021128260623463e-53,1.0705252797151029e-52,6.433518722160616e-49,4.172214706746234e-48,9.693237235771448e-39,4.904239675802017e-38,1.0,0.0,1.8021128260623463e-53,1.0705252797151029e-52,0.9142341327667236,0.0036306047818779096,0.9153401589393616,0.004022387253949068
df1,0.5,True,0.0,0.5,1.0,0.0,1.0,8.287572081377055e-58,5.860198289255552e-57,1.0107509506047078e-39,7.14706977791225e-39,1.0,0.0,1.653876239174972e-61,1.1694671039639087e-60,8.287572081377055e-58,5.860198289255552e-57,1.0107509506047078e-39,7.14706977791225e-39,1.0,0.0,1.653876239174972e-61,1.1694671039639087e-60,0.915397263765335,0.0036873181764414276,0.9144047403335571,0.0035352278050252003
df1,0.55,True,0.0,0.55,1.0,0.0,1.0,8.609630846601127e-80,4.262621746754376e-79,8.43460088800433e-57,5.546811012362604e-56,1.0,0.0,4.081676937978618e-87,2.8859121951364195e-86,8.609630846601127e-80,4.262621746754376e-79,8.43460088800433e-57,5.546811012362604e-56,1.0,0.0,4.081676937978618e-87,2.8859121951364195e-86,0.914960047006607,0.0037392962735581566,0.9152416527271271,0.004147149846773611
df1,0.6000000000000001,True,0.0,0.6000000000000001,1.0,0.0,1.0,1.4633729610471203e-85,1.0347608435802975e-84,4.438447669556294e-75,3.0730619161980143e-74,1.0,0.0,7.455132152074104e-98,5.271574498534137e-97,1.4633729610471203e-85,1.0347608435802975e-84,4.438447669556294e-75,3.0730619161980143e-74,1.0,0.0,7.455132152074104e-98,5.271574498534137e-97,0.9158265590667725,0.0035534009184199707,0.9152496945858002,0.002949395792797389
df1,0.65,True,0.0,0.65,1.0,0.0,1.0,2.0196169663817525e-110,1.4265974229527016e-109,1.0901306622322793e-81,5.80557533152454e-81,1.0,0.0,7.51467955193821e-126,4.967559293365332e-125,2.0196169663817525e-110,1.4265974229527016e-109,1.0901306622322793e-81,5.80557533152454e-81,1.0,0.0,7.51467955193821e-126,4.967559293365332e-125,0.9155608475208282,0.003507980340188113,0.9155663859844207,0.0031940112062053255
df1,0.7000000000000001,True,0.0,0.7000000000000001,1.0,0.0,1.0,2.3582270617945475e-123,1.611312069769151e-122,7.45622252914171e-98,5.271558803860166e-97,1.0,0.0,3.4372431059341385e-136,2.430235966251832e-135,2.3582270617945475e-123,1.611312069769151e-122,7.45622252914171e-98,5.271558803860166e-97,1.0,0.0,3.4372431059341385e-136,2.430235966251832e-135,0.915571072101593,0.0038791833594951195,0.9144669985771179,0.00401369533933416
df1,0.75,True,0.0,0.75,1.0,0.0,1.0,2.175197222795433e-140,1.5374154129758376e-139,2.424712046284544e-116,1.5136723089590712e-115,1.0,0.0,6.567415499603534e-157,4.643863473896133e-156,2.175197222795433e-140,1.5374154129758376e-139,2.424712046284544e-116,1.5136723089590712e-115,1.0,0.0,6.567415499603534e-157,4.643863473896133e-156,0.9155258679389954,0.0035222658033056803,0.9159405434131622,0.004579806998055791
