delta,pval_base,pval,setting,gap
0.0,0.1,0.12,df1,-0.01999999999999999
0.04,0.1,0.1,df1,0.0
0.08,0.1,0.38,df1,-0.28
0.12,0.04,0.3,df1,-0.26
0.16,0.1,0.62,df1,-0.52
0.2,0.04,0.62,df1,-0.58
0.24,0.12,0.88,df1,-0.76
0.28,0.12,0.96,df1,-0.84
0.32,0.08,1.0,df1,-0.92
0.36,0.12,1.0,df1,-0.88
0.4,0.16,1.0,df1,-0.84
0.44,0.12,1.0,df1,-0.88
0.48,0.14,1.0,df1,-0.86
0.52,0.16,1.0,df1,-0.84
0.56,0.16,1.0,df1,-0.84
0.6,0.16,1.0,df1,-0.84
0.64,0.18,1.0,df1,-0.8200000000000001
0.68,0.2,1.0,df1,-0.8
0.72,0.22,1.0,df1,-0.78
0.76,0.22,1.0,df1,-0.78
0.8,0.4,1.0,df1,-0.6
0.0,0.1,0.12,df2,-0.01999999999999999
0.04,0.06,0.12,df2,-0.06
0.08,0.06,0.2,df2,-0.14
0.12,0.04,0.36,df2,-0.32
0.16,0.08,0.4,df2,-0.32
0.2,0.16,0.64,df2,-0.48
0.24,0.12,0.72,df2,-0.6
0.28,0.12,0.86,df2,-0.74
0.32,0.06,0.9,df2,-0.8400000000000001
0.36,0.1,0.98,df2,-0.88
0.4,0.18,0.98,df2,-0.8
0.44,0.1,1.0,df2,-0.9
0.48,0.06,1.0,df2,-0.94
0.52,0.12,1.0,df2,-0.88
0.56,0.12,1.0,df2,-0.88
0.6,0.06,1.0,df2,-0.94
0.64,0.06,1.0,df2,-0.94
0.68,0.14,1.0,df2,-0.86
0.72,0.14,1.0,df2,-0.86
0.76,0.16,1.0,df2,-0.84
0.8,0.12,1.0,df2,-0.88
0.0,0.1,0.08,df3,0.020000000000000004
0.05,0.08,0.12,df3,-0.039999999999999994
0.1,0.06,0.08,df3,-0.020000000000000004
0.15000000000000002,0.1,0.08,df3,0.020000000000000004
0.2,0.06,0.08,df3,-0.020000000000000004
0.25,0.14,0.08,df3,0.06000000000000001
0.30000000000000004,0.12,0.08,df3,0.039999999999999994
0.35000000000000003,0.18,0.12,df3,0.06
0.4,0.14,0.1,df3,0.04000000000000001
0.45,0.12,0.16,df3,-0.04000000000000001
0.5,0.12,0.2,df3,-0.08000000000000002
0.55,0.26,0.38,df3,-0.12
0.6000000000000001,0.44,0.4,df3,0.03999999999999998
0.65,0.46,0.58,df3,-0.11999999999999994
0.7000000000000001,0.58,0.86,df3,-0.28
0.75,0.48,1.0,df3,-0.52
0.8,0.7,1.0,df3,-0.30000000000000004
0.8500000000000001,0.82,1.0,df3,-0.18000000000000005
0.9,0.8,1.0,df3,-0.19999999999999996
0.9500000000000001,0.92,1.0,df3,-0.07999999999999996
1.0,0.94,1.0,df3,-0.06000000000000005
