setting,delta,valid_cov,mu1,mu2,cov11,cov12,cov22,pval_mean,pval_std,pval_base_mean,pval_base_std,pval_recon_mean,pval_recon_std,pval_uniform_mean,pval_uniform_std,pval_label_mean,pval_label_std,ks_p_prop_mean,ks_p_prop_std,ks_p_base_mean,ks_p_base_std,ks_p_recon_mean,ks_p_recon_std,ks_p_uniform_mean,ks_p_uniform_std,label_prob_base_mean,label_prob_base_std,label_prob_shift_mean,label_prob_shift_std
df1,0.0,True,0.0,0.0,1.0,0.0,1.0,0.5299905903383929,0.27399785019442097,0.5609763956015158,0.27975315111392113,0.9881685900731378,0.0601086411789606,0.5540368826721638,0.28001547543538696,0.9840058050801618,0.03458187743650001,0.5299905903383929,0.27399785019442097,0.5609763956015158,0.27975315111392113,0.9881685900731378,0.0601086411789606,0.5540368826721638,0.28001547543538696,0.9210233736038208,0.006994588968438274,0.9186374378204346,0.005993665401727278
df1,0.05,True,0.0,0.05,1.0,0.0,1.0,0.3021714339805665,0.31523376068209563,0.312635480735934,0.3103631040178951,0.9990703810959264,0.004331274486770915,0.30834705199569235,0.29840599856196287,0.9900636999739488,0.020581172793817368,0.3021714339805665,0.31523376068209563,0.312635480735934,0.3103631040178951,0.9990703810959264,0.004331274486770915,0.30834705199569235,0.29840599856196287,0.921290649175644,0.005068949072329262,0.92040540933609,0.006566597476011037
df1,0.1,True,0.0,0.1,1.0,0.0,1.0,0.07560201430050477,0.1254012735927302,0.05885252892398926,0.11805528867227326,0.9890579878097246,0.044206463783216035,0.07853864475002256,0.14112063019947288,0.9862985293671875,0.03575305247404408,0.07560201430050477,0.1254012735927302,0.05885252892398926,0.11805528867227326,0.9890579878097246,0.044206463783216035,0.07853864475002256,0.14112063019947288,0.9211633706092834,0.006433263060488235,0.9183255028724671,0.005221713375209678
df1,0.15000000000000002,True,0.0,0.15000000000000002,1.0,0.0,1.0,0.02062249445166299,0.06446381840891524,0.014815749693044668,0.04521786517289728,0.9984910750739792,0.00532551385334741,0.022098427088797404,0.06439773844015777,0.9888823284396148,0.023772294354541996,0.02062249445166299,0.06446381840891524,0.014815749693044668,0.04521786517289728,0.9984910750739792,0.00532551385334741,0.022098427088797404,0.06439773844015777,0.9196984791755676,0.005355024969830906,0.9188107419013977,0.005902856913442559
df1,0.2,True,0.0,0.2,1.0,0.0,1.0,0.0002684031701710354,0.0006837574974897401,0.0006391367642208987,0.002884663022302811,0.9951663702131571,0.024023323019160384,0.0004054914731585899,0.0015304741586449875,0.9807107129461506,0.03553932983931378,0.0002684031701710354,0.0006837574974897401,0.0006391367642208987,0.002884663022302811,0.9951663702131571,0.024023323019160384,0.0004054914731585899,0.0015304741586449875,0.9187115335464477,0.00601160456859315,0.9174722266197205,0.005516161655366764
df1,0.25,True,0.0,0.25,1.0,0.0,1.0,4.422195004055375e-06,1.7886568870576152e-05,2.1732971973405453e-06,6.720346452416225e-06,0.97386987481073,0.10320355693601482,6.9109067098889686e-06,1.817736095230774e-05,0.9953652784755576,0.00955630892103639,4.422195004055375e-06,1.7886568870576152e-05,2.1732971973405453e-06,6.720346452416225e-06,0.97386987481073,0.10320355693601482,6.9109067098889686e-06,1.817736095230774e-05,0.9202724003791809,0.006348117731891822,0.9213211119174958,0.005631380852095653
df1,0.30000000000000004,True,0.0,0.30000000000000004,1.0,0.0,1.0,1.4082229331587147e-07,6.6464593849497e-07,4.390860480488123e-08,1.8525947507206385e-07,0.9798066331456687,0.07777334366913934,1.2662831579442158e-06,8.828941335604437e-06,0.98754214799665,0.02935539903509449,1.4082229331587147e-07,6.6464593849497e-07,4.390860480488123e-08,1.8525947507206385e-07,0.9798066331456687,0.07777334366913934,1.2662831579442158e-06,8.828941335604437e-06,0.9214248991012574,0.005661155379274147,0.9192928683757782,0.005470282202614024
df1,0.35000000000000003,True,0.0,0.35000000000000003,1.0,0.0,1.0,3.164262276979046e-11,1.725017673636213e-10,6.140380213324586e-10,4.005516709444512e-09,0.999599955814583,0.0012470433423997576,1.3280993273524788e-10,6.995510574444155e-10,0.9935099889842762,0.01607878678102432,3.164262276979046e-11,1.725017673636213e-10,6.140380213324586e-10,4.005516709444512e-09,0.999599955814583,0.0012470433423997576,1.3280993273524788e-10,6.995510574444155e-10,0.9205829417705536,0.004657998854242732,0.9213956034183503,0.0061396601870940285
df1,0.4,True,0.0,0.4,1.0,0.0,1.0,6.994765920278822e-16,2.2953377350752778e-15,1.9103839007072456e-13,9.685938755117587e-13,0.992264002663154,0.04113236002826328,7.639782987185526e-14,3.4931359187883643e-13,0.9879026611610219,0.03121956916704743,6.994765920278822e-16,2.2953377350752778e-15,1.9103839007072456e-13,9.685938755117587e-13,0.992264002663154,0.04113236002826328,7.639782987185526e-14,3.4931359187883643e-13,0.920070378780365,0.006294388130254101,0.9194333708286285,0.005766411973269507
df1,0.45,True,0.0,0.45,1.0,0.0,1.0,1.3804463791352856e-18,9.586389582707963e-18,1.4525320412732145e-18,9.586529909597272e-18,0.9948456645478323,0.02042497275806383,2.290326910373843e-18,8.034678538115611e-18,0.9881738064055234,0.027735769451865944,1.3804463791352856e-18,9.586389582707963e-18,1.4525320412732145e-18,9.586529909597272e-18,0.9948456645478323,0.02042497275806383,2.290326910373843e-18,8.034678538115611e-18,0.9208712458610535,0.006123058316624263,0.9199378252029419,0.005671603622666506
df1,0.5,True,0.0,0.5,1.0,0.0,1.0,7.286877874122519e-24,4.814018961258554e-23,3.023962682119135e-22,2.0453498410291644e-21,0.9704848244800957,0.08446248920582701,3.580720775471604e-23,1.4317533438407074e-22,0.9835796289640092,0.04149430439957225,7.286877874122519e-24,4.814018961258554e-23,3.023962682119135e-22,2.0453498410291644e-21,0.9704848244800957,0.08446248920582701,3.580720775471604e-23,1.4317533438407074e-22,0.9205761575698852,0.005980601319776994,0.9185025656223297,0.005900246045442429
df1,0.55,True,0.0,0.55,1.0,0.0,1.0,7.301931164664346e-27,3.378630111104818e-26,6.581498803865897e-28,3.361433326732553e-27,0.9879565529050502,0.04218740823321982,3.1030215100684178e-27,1.7171830838548638e-26,0.9878077660765466,0.03678555476495609,7.301931164664346e-27,3.378630111104818e-26,6.581498803865897e-28,3.361433326732553e-27,0.9879565529050502,0.04218740823321982,3.1030215100684178e-27,1.7171830838548638e-26,0.9199480962753296,0.005794765938796717,0.9199403345584869,0.005624380527545849
df1,0.6000000000000001,True,0.0,0.6000000000000001,1.0,0.0,1.0,6.944198531478264e-35,2.95288197523215e-34,7.718372128853525e-32,5.271540660575922e-31,0.9763387938413095,0.05365422436723007,8.216965947404268e-28,4.5285280692053036e-27,0.9858802085313623,0.03420339047676358,6.944198531478264e-35,2.95288197523215e-34,7.718372128853525e-32,5.271540660575922e-31,0.9763387938413095,0.05365422436723007,8.216965947404268e-28,4.5285280692053036e-27,0.9200244390964508,0.0062983555600582795,0.9197802889347076,0.006419867576847165
df1,0.65,True,0.0,0.65,1.0,0.0,1.0,1.5087754791923742e-37,9.069627901462548e-37,4.60282270185843e-37,3.030672162219941e-36,0.9751054532134558,0.07517956876984451,5.3517885869333956e-33,3.771150960083224e-32,0.9895202363610494,0.04488529748597985,1.5087754791923742e-37,9.069627901462548e-37,4.60282270185843e-37,3.030672162219941e-36,0.9751054532134558,0.07517956876984451,5.3517885869333956e-33,3.771150960083224e-32,0.9196267092227935,0.005437815413287256,0.9202906656265258,0.005692230767921841
df1,0.7000000000000001,True,0.0,0.7000000000000001,1.0,0.0,1.0,4.904110498042469e-47,3.2601908083842756e-46,1.0845331762468906e-44,7.625340213518689e-44,0.9647507850284104,0.0790579558318252,6.166174882725192e-41,2.8771291330072054e-40,0.9673947964653858,0.0999157104520408,4.904110498042469e-47,3.2601908083842756e-46,1.0845331762468906e-44,7.625340213518689e-44,0.9647507850284104,0.0790579558318252,6.166174882725192e-41,2.8771291330072054e-40,0.9199417805671692,0.006266674879603798,0.917414916753769,0.006481736428826859
df1,0.75,True,0.0,0.75,1.0,0.0,1.0,3.3114584301188092e-52,2.3233419185914598e-51,6.570825089254916e-50,4.6373378895174075e-49,0.9435576483381576,0.1349672294380724,1.8097807155257144e-45,1.258575233461356e-44,0.9704489787265068,0.08128068525755398,3.3114584301188092e-52,2.3233419185914598e-51,6.570825089254916e-50,4.6373378895174075e-49,0.9435576483381576,0.1349672294380724,1.8097807155257144e-45,1.258575233461356e-44,0.9202160203456878,0.006251908634925607,0.9182694065570831,0.006774106135634995
df1,0.8,True,0.0,0.8,1.0,0.0,1.0,5.407769612364026e-62,2.719434079333881e-61,4.3093810335291336e-60,2.808610580819073e-59,0.9545405214932746,0.10763692653128082,4.477398219174959e-50,2.8867410901493454e-49,0.9817606487634057,0.04768938544861964,5.407769612364026e-62,2.719434079333881e-61,4.3093810335291336e-60,2.808610580819073e-59,0.9545405214932746,0.10763692653128082,4.477398219174959e-50,2.8867410901493454e-49,0.9206114757061005,0.0052826667855119845,0.9192367279529572,0.006779852165515646
df1,0.8500000000000001,True,0.0,0.8500000000000001,1.0,0.0,1.0,1.1263580878709398e-70,5.732067754099988e-70,1.8528100234596247e-66,1.3015221543024577e-65,0.9394978960111452,0.11448339627021363,5.352829449694956e-60,2.9529969509196324e-59,0.9850633784696279,0.045742795997125836,1.1263580878709398e-70,5.732067754099988e-70,1.8528100234596247e-66,1.3015221543024577e-65,0.9394978960111452,0.11448339627021363,5.352829449694956e-60,2.9529969509196324e-59,0.9192183256149292,0.006051441409874602,0.9197802829742432,0.00614140347263484
df1,0.9,True,0.0,0.9,1.0,0.0,1.0,7.130300177471183e-72,5.027761062976932e-71,2.1279116230353436e-75,1.3771001968385503e-74,0.9103066746302322,0.16311779459387102,8.425411793792446e-61,5.767823747209246e-60,0.9910163347995261,0.022803856409825265,7.130300177471183e-72,5.027761062976932e-71,2.1279116230353436e-75,1.3771001968385503e-74,0.9103066746302322,0.16311779459387102,8.425411793792446e-61,5.767823747209246e-60,0.919260630607605,0.005039543943081083,0.9188538372516633,0.004848969735192634
df1,0.9500000000000001,True,0.0,0.9500000000000001,1.0,0.0,1.0,1.6260026389201118e-77,1.1483059197805258e-76,2.4103511065494825e-83,1.546906981153653e-82,0.8790278087418549,0.19829788140664892,4.4822958355256795e-64,3.161846534182335e-63,0.9858891884419695,0.036245973125390185,1.6260026389201118e-77,1.1483059197805258e-76,2.4103511065494825e-83,1.546906981153653e-82,0.8790278087418549,0.19829788140664892,4.4822958355256795e-64,3.161846534182335e-63,0.9205028474330902,0.005670316313704751,0.9200921213626861,0.006459303050560026
