delta,pval_base,pval,setting,gap
0.0,0.18,0.08,df1,0.09999999999999999
0.02,0.14,0.04,df1,0.1
0.04,0.12,0.1,df1,0.01999999999999999
0.06,0.04,0.02,df1,0.02
0.08,0.1,0.1,df1,0.0
0.1,0.16,0.1,df1,0.06
0.12,0.14,0.12,df1,0.020000000000000018
0.14,0.18,0.12,df1,0.06
0.16,0.14,0.08,df1,0.06000000000000001
0.18,0.22,0.2,df1,0.01999999999999999
0.2,0.16,0.1,df1,0.06
0.22,0.22,0.12,df1,0.1
0.24,0.52,0.16,df1,0.36
0.26,0.34,0.1,df1,0.24000000000000002
0.28,0.46,0.18,df1,0.28
0.3,0.52,0.06,df1,0.46
0.32,0.56,0.14,df1,0.42000000000000004
0.34,0.6,0.12,df1,0.48
0.36,0.76,0.1,df1,0.66
0.38,0.72,0.18,df1,0.54
0.4,0.72,0.1,df1,0.62
0.0,0.18,0.08,df2,0.09999999999999999
0.02,0.04,0.04,df2,0.0
0.04,0.12,0.12,df2,0.0
0.06,0.06,0.04,df2,0.019999999999999997
0.08,0.08,0.06,df2,0.020000000000000004
0.1,0.06,0.08,df2,-0.020000000000000004
0.12,0.08,0.06,df2,0.020000000000000004
0.14,0.16,0.12,df2,0.04000000000000001
0.16,0.18,0.14,df2,0.03999999999999998
0.18,0.14,0.06,df2,0.08000000000000002
0.2,0.14,0.14,df2,0.0
0.22,0.28,0.1,df2,0.18000000000000002
0.24,0.28,0.18,df2,0.10000000000000003
0.26,0.26,0.18,df2,0.08000000000000002
0.28,0.3,0.1,df2,0.19999999999999998
0.3,0.34,0.06,df2,0.28
0.32,0.32,0.1,df2,0.22
0.34,0.38,0.2,df2,0.18
0.36,0.48,0.1,df2,0.38
0.38,0.36,0.12,df2,0.24
0.4,0.56,0.28,df2,0.28
0.0,0.12,0.1,df3,0.01999999999999999
0.025,0.04,0.1,df3,-0.060000000000000005
0.05,0.14,0.16,df3,-0.01999999999999999
0.07500000000000001,0.1,0.08,df3,0.020000000000000004
0.1,0.18,0.1,df3,0.07999999999999999
0.125,0.2,0.26,df3,-0.06
0.15000000000000002,0.16,0.24,df3,-0.07999999999999999
0.17500000000000002,0.4,0.46,df3,-0.06
0.2,0.46,0.56,df3,-0.10000000000000003
0.225,0.68,0.66,df3,0.020000000000000018
0.25,0.64,0.72,df3,-0.07999999999999996
0.275,0.82,0.76,df3,0.05999999999999994
0.30000000000000004,0.82,0.8,df3,0.019999999999999907
0.325,0.92,0.94,df3,-0.019999999999999907
0.35000000000000003,0.96,0.98,df3,-0.020000000000000018
0.375,1.0,0.98,df3,0.020000000000000018
0.4,1.0,1.0,df3,0.0
0.42500000000000004,1.0,1.0,df3,0.0
0.45,1.0,1.0,df3,0.0
0.47500000000000003,1.0,1.0,df3,0.0
0.5,1.0,1.0,df3,0.0
