delta,label_prob_base_mean,label_prob_base_std,label_prob_shift_mean,label_prob_shift_std,setting
0.0,0.9222636842727661,0.0035629034793192636,0.9231833732128143,0.0032802077273602526,df1
0.05,0.9238143014907837,0.003286863774496421,0.9235174071788788,0.0036628673791992703,df1
0.1,0.9235107851028442,0.0029774090400646906,0.9231310772895813,0.003904030084077449,df1
0.15000000000000002,0.923670824766159,0.003604228493317453,0.9230679333209991,0.003384749191703859,df1
0.2,0.923220329284668,0.0033644175451178265,0.9235972774028778,0.004066706752824439,df1
0.25,0.9232688927650452,0.0035030120240653914,0.9234440279006958,0.004522767346733834,df1
0.30000000000000004,0.9234885346889495,0.003004187025637697,0.9228179323673248,0.004041480070110785,df1
0.35000000000000003,0.9230778443813324,0.0033122027690084305,0.9228233742713928,0.0035787254570259193,df1
0.4,0.9229955673217773,0.003825947708146258,0.9226205503940582,0.003329663847662162,df1
0.45,0.922606794834137,0.003613249785691832,0.9232400977611541,0.003796037912829462,df1
0.5,0.9235171473026276,0.002803860818597383,0.9227460074424744,0.0034502666183590137,df1
0.55,0.9233648025989533,0.0033970922906281257,0.9232617843151093,0.003384580679250987,df1
0.6000000000000001,0.9223450374603271,0.004059744895824768,0.9225428092479706,0.0034831808404205172,df1
0.65,0.9235136938095093,0.003243225337372686,0.9223790049552918,0.003860542815704529,df1
0.7000000000000001,0.922674103975296,0.004098887069198364,0.9233922719955444,0.0034652356160264847,df1
0.75,0.9230432784557343,0.0034411903207091023,0.923379977941513,0.003842572947985369,df1
0.8,0.9229285407066345,0.0030796765341890675,0.9239034509658813,0.0034146854624885316,df1
0.8500000000000001,0.9240694952011108,0.00392800505906164,0.9244166123867035,0.0034758189313425884,df1
0.9,0.9233393931388855,0.0032368473300271572,0.9238126933574676,0.004367660377913861,df1
0.9500000000000001,0.9235696613788604,0.003611780383268482,0.924611736536026,0.0036790441646557055,df1
1.0,0.9229019463062287,0.003807272653792229,0.925021288394928,0.003333687851970509,df1
0.0,0.9222636842727661,0.0035629034793192636,0.9231833732128143,0.0032802077273602526,df2
0.05,0.9238143014907837,0.003286863774496421,0.922944495677948,0.0037872822246290266,df2
0.1,0.9235107851028442,0.0029774090400646906,0.9215913140773773,0.003901888401580249,df2
0.15000000000000002,0.923670824766159,0.003604228493317453,0.9205128490924835,0.003619383985236607,df2
0.2,0.923220329284668,0.0033644175451178265,0.9178945875167847,0.003722718140363437,df2
0.25,0.9232688927650452,0.0035030120240653914,0.9147744882106781,0.004400271717905163,df2
0.30000000000000004,0.9234885346889495,0.003004187025637697,0.9117951285839081,0.0036121839437594566,df2
0.35000000000000003,0.9230778443813324,0.0033122027690084305,0.906653026342392,0.0031838081740740787,df2
0.4,0.9229955673217773,0.003825947708146258,0.9028461575508118,0.00453352478654857,df2
0.45,0.922606794834137,0.003613249785691832,0.8989254403114318,0.0034206093729299775,df2
0.5,0.9235171473026276,0.002803860818597383,0.8927507209777832,0.0039691828275233414,df2
0.55,0.9233648025989533,0.0033970922906281257,0.8854794311523437,0.0037540968545241513,df2
0.6000000000000001,0.9223450374603271,0.004059744895824768,0.8789505279064178,0.0037914522290504377,df2
0.65,0.9235136938095093,0.003243225337372686,0.8713168239593506,0.004214606489669931,df2
0.7000000000000001,0.922674103975296,0.004098887069198364,0.8638460338115692,0.005299970095288095,df2
0.75,0.9230432784557343,0.0034411903207091023,0.8551302969455719,0.004838600165068224,df2
0.8,0.9229285407066345,0.0030796765341890675,0.8459891819953919,0.003985475583338204,df2
0.8500000000000001,0.9240694952011108,0.00392800505906164,0.8369789826869964,0.004949122033608311,df2
0.9,0.9233393931388855,0.0032368473300271572,0.8283376431465149,0.005414485361391922,df2
0.9500000000000001,0.9235696613788604,0.003611780383268482,0.8164374160766602,0.005285611133397133,df2
1.0,0.9229019463062287,0.003807272653792229,0.8067674028873444,0.0049438192952446685,df2
0.0,0.815746933221817,0.0059208040177871684,0.8143020594120025,0.005405035618182719,df3
0.05,0.8138544690608979,0.005743638977877738,0.8144891023635864,0.00573964957968832,df3
0.1,0.8151799976825714,0.005534293584939171,0.8127754902839661,0.005172792793995723,df3
0.15000000000000002,0.8134906971454621,0.005606986187297127,0.8145175158977509,0.004742806676986,df3
0.2,0.8140996837615967,0.005066233246231426,0.8139244759082794,0.005043067740050211,df3
0.25,0.8118026912212372,0.005012229847191005,0.8149527168273926,0.005821731235430264,df3
0.30000000000000004,0.8152676558494568,0.006469492255658561,0.8137241768836975,0.004037640063660115,df3
0.35000000000000003,0.814654347896576,0.005117975847170395,0.8148876130580902,0.005128767266145455,df3
0.4,0.8140771007537841,0.004539135992689399,0.8142448794841767,0.005438720207096303,df3
0.45,0.8144008100032807,0.00526664549764685,0.8157716262340545,0.003966967344116448,df3
0.5,0.8152188968658447,0.005236260668942893,0.8148892366886139,0.0043435682954761625,df3
0.55,0.8140141069889069,0.005124731921274174,0.816003657579422,0.005313095450386005,df3
0.6000000000000001,0.8132726240158081,0.005703594021478117,0.8158635079860688,0.005359741983762585,df3
0.65,0.8143650567531586,0.0054358745224059,0.8164070546627045,0.005250586198925958,df3
0.7000000000000001,0.8124524819850921,0.005355410811999655,0.8165768718719483,0.005385551232907275,df3
0.75,0.8140541315078735,0.005014595020762521,0.8187682008743287,0.004689937454599575,df3
0.8,0.8126455080509186,0.0055124771823065076,0.8196800196170807,0.005057986797033911,df3
0.8500000000000001,0.8152120578289032,0.005451134124684206,0.8208490514755249,0.004163411971438456,df3
0.9,0.8147892677783966,0.0052404860284051375,0.8209839797019959,0.005672274991829905,df3
0.9500000000000001,0.8138567173480987,0.004944438202307262,0.8223644888401032,0.004286818718307996,df3
1.0,0.8132046723365783,0.005738124780089254,0.8247868978977203,0.005220648320985923,df3
