setting,delta,valid_cov,mu1,mu2,cov11,cov12,cov22,pval_mean,pval_std,pval_base_mean,pval_base_std,pval_recon_mean,pval_recon_std,pval_uniform_mean,pval_uniform_std,pval_label_mean,pval_label_std,ks_p_prop_mean,ks_p_prop_std,ks_p_base_mean,ks_p_base_std,ks_p_recon_mean,ks_p_recon_std,ks_p_uniform_mean,ks_p_uniform_std,label_prob_base_mean,label_prob_base_std,label_prob_shift_mean,label_prob_shift_std
df1,0.0,True,0.0,0.0,1.0,0.0,1.0,0.4816620253604356,0.2862798565592889,0.477017088238536,0.29191152942092935,0.5748231566516576,0.25647145687014655,0.508584122564607,0.2993940361522053,0.9963560534821138,0.00848530376833403,0.4816620253604356,0.2862798565592889,0.477017088238536,0.29191152942092935,0.5748231566516576,0.25647145687014655,0.508584122564607,0.2993940361522053,0.9223442685604095,0.006548269530869325,0.922451446056366,0.005827002506630356
df1,0.05,True,0.0,0.05,1.0,0.0,1.0,0.3115357910599971,0.2862680524224883,0.30276470732169036,0.31184438447813073,0.5042699379503959,0.3181595435394926,0.5273485402847893,0.3004354212777233,0.9960515509426565,0.010534839993049872,0.3115357910599971,0.2862680524224883,0.30276470732169036,0.31184438447813073,0.5042699379503959,0.3181595435394926,0.5273485402847893,0.3004354212777233,0.9229044651985169,0.005543624730890801,0.9219460237026215,0.005210049875044348
df1,0.1,True,0.0,0.1,1.0,0.0,1.0,0.060773881249541854,0.10259700973558822,0.05205057185990374,0.09426376841471701,0.4411961011787615,0.25389381484459755,0.4918785091998047,0.2837829477487609,0.9981464313731796,0.0030619403120403376,0.060773881249541854,0.10259700973558822,0.05205057185990374,0.09426376841471701,0.4411961011787615,0.25389381484459755,0.4918785091998047,0.2837829477487609,0.9215359950065612,0.006684134564629345,0.9219957053661346,0.004873051545087461
df1,0.15000000000000002,True,0.0,0.15000000000000002,1.0,0.0,1.0,0.0026330073994646538,0.00994423597795673,0.0010660539355697445,0.00492949921901155,0.4088282915337942,0.2707995507885521,0.5529668286040471,0.28657907596171805,0.9942788006018426,0.012059995561936798,0.0026330073994646538,0.00994423597795673,0.0010660539355697445,0.00492949921901155,0.4088282915337942,0.2707995507885521,0.5529668286040471,0.28657907596171805,0.9216208648681641,0.005676085070927252,0.9211601078510284,0.005775402478583201
df1,0.2,True,0.0,0.2,1.0,0.0,1.0,0.000391991066223858,0.001792010422969911,3.5772158640403625e-05,9.740364882158263e-05,0.4931327348605924,0.24761065990214146,0.5230995561688015,0.2905716734710907,0.992964245927534,0.023507267189336576,0.000391991066223858,0.001792010422969911,3.5772158640403625e-05,9.740364882158263e-05,0.4931327348605924,0.24761065990214146,0.5230995561688015,0.2905716734710907,0.9214564502239228,0.006415688160787028,0.921918306350708,0.006013039686574032
df1,0.25,True,0.0,0.25,1.0,0.0,1.0,2.976238725521294e-07,1.3219770095641692e-06,4.206088283911934e-07,2.694733919684615e-06,0.3820546176490431,0.2917291793676955,0.5182971914700709,0.28755283319919345,0.9964728293884642,0.009694578114848477,2.976238725521294e-07,1.3219770095641692e-06,4.206088283911934e-07,2.694733919684615e-06,0.3820546176490431,0.2917291793676955,0.5182971914700709,0.28755283319919345,0.9220205509662628,0.006197378538308984,0.9222535395622253,0.005377888907583185
df1,0.30000000000000004,True,0.0,0.30000000000000004,1.0,0.0,1.0,7.321821887751103e-10,4.022563187714459e-09,9.429397902252006e-11,2.8309722371301934e-10,0.24751784254815373,0.25790257665251026,0.4796046327101118,0.31847694429468704,0.9949731586646774,0.01492212422366812,7.321821887751103e-10,4.022563187714459e-09,9.429397902252006e-11,2.8309722371301934e-10,0.24751784254815373,0.25790257665251026,0.4796046327101118,0.31847694429468704,0.9204039514064789,0.006204767735600067,0.9221516811847686,0.0055936454830725745
df1,0.35000000000000003,True,0.0,0.35000000000000003,1.0,0.0,1.0,6.059035990316425e-12,3.8330345823791334e-11,3.556815151466054e-12,2.4942901313909263e-11,0.16943675429483135,0.225394482167976,0.49808335501670825,0.2943935010562078,0.993875343883961,0.015836139570533606,6.059035990316425e-12,3.8330345823791334e-11,3.556815151466054e-12,2.4942901313909263e-11,0.16943675429483135,0.225394482167976,0.49808335501670825,0.2943935010562078,0.9240398645401001,0.006018055779246014,0.9220720434188843,0.006236384633992438
df1,0.4,True,0.0,0.4,1.0,0.0,1.0,3.619675956276929e-16,2.041258180552706e-15,5.762372079173593e-18,3.7778068495021565e-17,0.06605593265483577,0.11105850820930024,0.47937599654301477,0.31059592126658797,0.993144113426639,0.01941376993472191,3.619675956276929e-16,2.041258180552706e-15,5.762372079173593e-18,3.7778068495021565e-17,0.06605593265483577,0.11105850820930024,0.47937599654301477,0.31059592126658797,0.9226245129108429,0.00506482563985604,0.9214429020881653,0.005785323825397801
df1,0.45,True,0.0,0.45,1.0,0.0,1.0,5.818468002331617e-22,2.846207008583868e-21,8.086758803486781e-21,5.584651719284527e-20,0.024111016183477888,0.07466998519875678,0.552327804184486,0.26948227833068716,0.9930004743126211,0.020747494355721492,5.818468002331617e-22,2.846207008583868e-21,8.086758803486781e-21,5.584651719284527e-20,0.024111016183477888,0.07466998519875678,0.552327804184486,0.26948227833068716,0.9222631239891053,0.004770603710359289,0.921002961397171,0.005614753410619455
df1,0.5,True,0.0,0.5,1.0,0.0,1.0,3.171227738880754e-25,1.901867864320489e-24,3.0891687870917705e-28,2.1416342748661606e-27,0.005842585528737405,0.018872225171551262,0.45215426851371776,0.3060099783193908,0.9866462328543564,0.04461423574465126,3.171227738880754e-25,1.901867864320489e-24,3.0891687870917705e-28,2.1416342748661606e-27,0.005842585528737405,0.018872225171551262,0.45215426851371776,0.3060099783193908,0.9231081795692444,0.006294564947137122,0.921236857175827,0.006736244037167171
df1,0.55,True,0.0,0.55,1.0,0.0,1.0,8.290131641582294e-32,3.985055641310547e-31,7.102400383370425e-34,3.850371780359195e-33,0.0015791506873613903,0.007086817520550933,0.5122121577674965,0.3122443332269172,0.9947243298298095,0.016269929249196572,8.290131641582294e-32,3.985055641310547e-31,7.102400383370425e-34,3.850371780359195e-33,0.0015791506873613903,0.007086817520550933,0.5122121577674965,0.3122443332269172,0.9214679157733917,0.006265461092211041,0.9229718458652496,0.006401790200753438
df1,0.6000000000000001,True,0.0,0.6000000000000001,1.0,0.0,1.0,2.474481124235991e-34,1.739008363517927e-33,2.8539869712765183e-42,1.578342370146819e-41,3.9200232641215e-05,0.0001244865404498846,0.5398412852901062,0.25337753756918496,0.9923919423691946,0.021923959753076833,2.474481124235991e-34,1.739008363517927e-33,2.8539869712765183e-42,1.578342370146819e-41,3.9200232641215e-05,0.0001244865404498846,0.5398412852901062,0.25337753756918496,0.9213426208496094,0.0052429152413447115,0.9204019176959991,0.00534616351852095
df1,0.65,True,0.0,0.65,1.0,0.0,1.0,2.61230768169192e-43,1.714735646772747e-42,1.6922608304619314e-44,1.1932348222370145e-43,4.797608870351549e-06,2.723315866654712e-05,0.4992886221802288,0.2794684266282984,0.9960670016147979,0.01073036693281304,2.61230768169192e-43,1.714735646772747e-42,1.6922608304619314e-44,1.1932348222370145e-43,4.797608870351549e-06,2.723315866654712e-05,0.4992886221802288,0.2794684266282984,0.9227269637584686,0.0062961104070029346,0.9221533143520355,0.005720151260341459
df1,0.7000000000000001,True,0.0,0.7000000000000001,1.0,0.0,1.0,2.2546473994644882e-48,9.644208405527893e-48,4.293731435501082e-56,3.0344813133339896e-55,2.425726547929693e-07,1.7005467885077655e-06,0.4662212655790317,0.24286445410060617,0.9979482255493747,0.006077660081399145,2.2546473994644882e-48,9.644208405527893e-48,4.293731435501082e-56,3.0344813133339896e-55,2.425726547929693e-07,1.7005467885077655e-06,0.4662212655790317,0.24286445410060617,0.9210939812660217,0.006648096365823964,0.9230337584018707,0.004748196904568553
df1,0.75,True,0.0,0.75,1.0,0.0,1.0,3.5584349084531976e-57,2.3799374502463416e-56,7.117249871049023e-56,5.032655647007588e-55,1.5822153683567308e-09,8.75719004276074e-09,0.4678119466074308,0.3157883583698671,0.9975260756287256,0.007336891670195387,3.5584349084531976e-57,2.3799374502463416e-56,7.117249871049023e-56,5.032655647007588e-55,1.5822153683567308e-09,8.75719004276074e-09,0.4678119466074308,0.3157883583698671,0.9215547978878021,0.005271581431406311,0.9243060064315796,0.005931371552161024
df1,0.8,True,0.0,0.8,1.0,0.0,1.0,4.810537153061338e-61,3.39812364606788e-60,2.2333687433996866e-73,1.5323682973908994e-72,3.1843929796098146e-10,2.2514218287989033e-09,0.47534688274821285,0.3102739896926661,0.9945762303623711,0.013070935841936509,4.810537153061338e-61,3.39812364606788e-60,2.2333687433996866e-73,1.5323682973908994e-72,3.1843929796098146e-10,2.2514218287989033e-09,0.47534688274821285,0.3102739896926661,0.9206051409244538,0.0057027848639786055,0.9216710650920867,0.006022431548007998
df1,0.8500000000000001,True,0.0,0.8500000000000001,1.0,0.0,1.0,2.354633886594292e-72,1.0310058955892229e-71,1.2656289481217117e-79,8.949208796643163e-79,7.809938326849853e-15,5.096571101839882e-14,0.49285139332944106,0.257560643317965,0.9946101429849162,0.016367450374901855,2.354633886594292e-72,1.0310058955892229e-71,1.2656289481217117e-79,8.949208796643163e-79,7.809938326849853e-15,5.096571101839882e-14,0.49285139332944106,0.257560643317965,0.9221510338783264,0.005484134293681112,0.9219114863872528,0.0061519781569423755
df1,0.9,True,0.0,0.9,1.0,0.0,1.0,2.0338720764110237e-77,1.1618614123740967e-76,6.152296867039331e-92,3.4292292653487133e-91,1.464222973813873e-18,9.604049291173567e-18,0.43837721852649625,0.31869464492871125,0.9947879087016208,0.014944427215001404,2.0338720764110237e-77,1.1618614123740967e-76,6.152296867039331e-92,3.4292292653487133e-91,1.464222973813873e-18,9.604049291173567e-18,0.43837721852649625,0.31869464492871125,0.9206100082397461,0.005596509878379552,0.9230040276050567,0.006333230138097114
df1,0.9500000000000001,True,0.0,0.9500000000000001,1.0,0.0,1.0,8.403947156046295e-88,5.939241397224695e-87,2.6039689441524303e-101,1.3619252056158689e-100,2.8346349348908705e-26,1.8454262202137316e-25,0.47194966260395155,0.28994247426076897,0.9973432567132039,0.007470420049127132,8.403947156046295e-88,5.939241397224695e-87,2.6039689441524303e-101,1.3619252056158689e-100,2.8346349348908705e-26,1.8454262202137316e-25,0.47194966260395155,0.28994247426076897,0.9206591618061065,0.0061612124513443075,0.923359169960022,0.005363633919987018
df1,1.0,True,0.0,1.0,1.0,0.0,1.0,1.7461902540351942e-93,1.20622068124576e-92,2.753196738398647e-113,1.725635526923637e-112,1.5371083771320535e-27,8.711814399154302e-27,0.4678108597751565,0.28337008509100653,0.9973107400057957,0.006450739609546721,1.7461902540351942e-93,1.20622068124576e-92,2.753196738398647e-113,1.725635526923637e-112,1.5371083771320535e-27,8.711814399154302e-27,0.4678108597751565,0.28337008509100653,0.9211311447620392,0.005763982072357743,0.9233560407161713,0.0054392448064613024
df2,0.0,True,0.0,0.0,1.0,0.0,1.0,0.4816620253604356,0.2862798565592889,0.477017088238536,0.29191152942092935,0.5748231566516576,0.25647145687014655,0.508584122564607,0.2993940361522053,0.9963560534821138,0.00848530376833403,0.4816620253604356,0.2862798565592889,0.477017088238536,0.29191152942092935,0.5748231566516576,0.25647145687014655,0.508584122564607,0.2993940361522053,0.9223442685604095,0.006548269530869325,0.922451446056366,0.005827002506630356
df2,0.05,True,0.05,0.0,1.0,0.0,1.0,0.494641123478593,0.2881725636149388,0.5195776614524747,0.2685961373301082,0.5027649710867883,0.31159992163068884,0.32671601943810946,0.28699712261996047,0.9960009753956252,0.00836903951116453,0.494641123478593,0.2881725636149388,0.5195776614524747,0.2685961373301082,0.5027649710867883,0.31159992163068884,0.32671601943810946,0.28699712261996047,0.9229044651985169,0.005543624730890801,0.9213931584358215,0.005281335140711076
df2,0.1,True,0.1,0.0,1.0,0.0,1.0,0.41217510844502203,0.2942664742294431,0.4695707333421945,0.2882270072647529,0.4822484839526126,0.25287866509453166,0.07781441456190213,0.16631978591701027,0.9944802619296454,0.014198986168221224,0.41217510844502203,0.2942664742294431,0.4695707333421945,0.2882270072647529,0.4822484839526126,0.25287866509453166,0.07781441456190213,0.16631978591701027,0.9215359950065612,0.006684134564629345,0.9205644381046295,0.005313541049581948
df2,0.15000000000000002,True,0.15000000000000002,0.0,1.0,0.0,1.0,0.26285746684115535,0.2798180799240161,0.519456759145347,0.2972873346905945,0.43503060727140813,0.2652856192503225,0.005403739909657819,0.02041699364955312,0.9831391924515523,0.0372530691049121,0.26285746684115535,0.2798180799240161,0.519456759145347,0.2972873346905945,0.43503060727140813,0.2652856192503225,0.005403739909657819,0.02041699364955312,0.9216208648681641,0.005676085070927252,0.9177935671806335,0.005384118838352957
df2,0.2,True,0.2,0.0,1.0,0.0,1.0,0.18322542377904746,0.18970277422212473,0.5244463066516998,0.2684968593511673,0.45593733814524356,0.2644910014381908,3.636905765251946e-05,0.00014343223126796615,0.966517048361093,0.05852849904654946,0.18322542377904746,0.18970277422212473,0.5244463066516998,0.2684968593511673,0.45593733814524356,0.2644910014381908,3.636905765251946e-05,0.00014343223126796615,0.9214564502239228,0.006415688160787028,0.9162111783027649,0.006318465785341338
df2,0.25,True,0.25,0.0,1.0,0.0,1.0,0.11419183181650401,0.16626335456201455,0.4666101880263343,0.2857337052194043,0.49264450780733077,0.29208719975762254,6.491826475561881e-08,2.497499452311863e-07,0.9450835112870314,0.08129634670247393,0.11419183181650401,0.16626335456201455,0.4666101880263343,0.2857337052194043,0.49264450780733077,0.29208719975762254,6.491826475561881e-08,2.497499452311863e-07,0.9220205509662628,0.006197378538308984,0.9137496411800384,0.006368197935942438
df2,0.30000000000000004,True,0.30000000000000004,0.0,1.0,0.0,1.0,0.029167591763267976,0.054994014065651846,0.429485336705962,0.28368227057823203,0.5260905795851603,0.31474561685346,2.2255317409063724e-10,1.2730517761031345e-09,0.8916489159295381,0.16649723639162226,0.029167591763267976,0.054994014065651846,0.429485336705962,0.28368227057823203,0.5260905795851603,0.31474561685346,2.2255317409063724e-10,1.2730517761031345e-09,0.9204039514064789,0.006204767735600067,0.9106185984611511,0.005941294189227308
df2,0.35000000000000003,True,0.35000000000000003,0.0,1.0,0.0,1.0,0.01911477443331757,0.08302079245314876,0.370290220125616,0.2690694422306684,0.4950195723601737,0.3063399030351629,2.519108341608968e-14,1.3641977153603574e-13,0.7738764873939868,0.2160486302149064,0.01911477443331757,0.08302079245314876,0.370290220125616,0.2690694422306684,0.4950195723601737,0.3063399030351629,2.519108341608968e-14,1.3641977153603574e-13,0.9240398645401001,0.006018055779246014,0.9068501043319702,0.006535399767249757
