delta,pval_base,pval,setting,gap
0.0,0.14,0.14,df1,0.0
0.04,0.12,0.1,df1,0.01999999999999999
0.08,0.14,0.1,df1,0.04000000000000001
0.12,0.12,0.04,df1,0.07999999999999999
0.16,0.18,0.1,df1,0.07999999999999999
0.2,0.24,0.08,df1,0.15999999999999998
0.24,0.28,0.16,df1,0.12000000000000002
0.28,0.56,0.16,df1,0.4
0.32,0.56,0.3,df1,0.26000000000000006
0.36,0.72,0.36,df1,0.36
0.4,0.86,0.32,df1,0.54
0.44,0.9,0.26,df1,0.64
0.48,0.98,0.44,df1,0.54
0.52,1.0,0.52,df1,0.48
0.56,1.0,0.52,df1,0.48
0.6,1.0,0.48,df1,0.52
0.64,1.0,0.8,df1,0.19999999999999996
0.68,1.0,0.84,df1,0.16000000000000003
0.72,1.0,0.92,df1,0.07999999999999996
0.76,1.0,0.94,df1,0.06000000000000005
0.8,1.0,0.96,df1,0.040000000000000036
0.0,0.14,0.14,df2,0.0
0.04,0.12,0.1,df2,0.01999999999999999
0.08,0.04,0.08,df2,-0.04
0.12,0.04,0.08,df2,-0.04
0.16,0.08,0.06,df2,0.020000000000000004
0.2,0.22,0.12,df2,0.1
0.24,0.14,0.14,df2,0.0
0.28,0.22,0.16,df2,0.06
0.32,0.4,0.16,df2,0.24000000000000002
0.36,0.46,0.22,df2,0.24000000000000002
0.4,0.46,0.24,df2,0.22000000000000003
0.44,0.6,0.22,df2,0.38
0.48,0.74,0.22,df2,0.52
0.52,0.68,0.2,df2,0.48000000000000004
0.56,0.72,0.22,df2,0.5
0.6,0.8,0.34,df2,0.46
0.64,0.88,0.26,df2,0.62
0.68,0.86,0.36,df2,0.5
0.72,0.88,0.44,df2,0.44
0.76,0.98,0.56,df2,0.41999999999999993
0.8,0.94,0.56,df2,0.3799999999999999
0.0,0.08,0.1,df3,-0.020000000000000004
0.05,0.08,0.1,df3,-0.020000000000000004
0.1,0.04,0.06,df3,-0.019999999999999997
0.15000000000000002,0.12,0.22,df3,-0.1
0.2,0.3,0.2,df3,0.09999999999999998
0.25,0.32,0.22,df3,0.1
0.30000000000000004,0.48,0.5,df3,-0.020000000000000018
0.35000000000000003,0.62,0.7,df3,-0.07999999999999996
0.4,0.88,0.84,df3,0.040000000000000036
0.45,0.84,0.94,df3,-0.09999999999999998
0.5,0.92,0.94,df3,-0.019999999999999907
0.55,0.96,0.94,df3,0.020000000000000018
0.6000000000000001,1.0,1.0,df3,0.0
0.65,1.0,1.0,df3,0.0
0.7000000000000001,1.0,1.0,df3,0.0
0.75,0.98,1.0,df3,-0.020000000000000018
0.8,1.0,1.0,df3,0.0
0.8500000000000001,1.0,1.0,df3,0.0
0.9,1.0,1.0,df3,0.0
0.9500000000000001,1.0,1.0,df3,0.0
1.0,1.0,1.0,df3,0.0
