model_name,epoch,train_divergence,val_divergence
regularization_only,1,0.1373844047387441,0.034672813415527345
regularization_only,2,0.02152325709660848,0.00749908447265625
regularization_only,3,0.004732728004455566,0.004349312782287598
regularization_only,4,0.0034387906392415366,4.450798034667969e-05
regularization_only,5,0.0011656880378723145,0.0004323577880859375
regularization_only,6,0.0009831984837849934,-0.0006328725814819336
regularization_only,7,0.0005069375038146973,-0.0004970741271972657
regularization_only,8,0.0005707542101542155,-0.0010062932968139648
regularization_only,9,9.475151697794597e-05,0.0004408884048461914
regularization_only,10,0.00018610556920369467,-0.0011116647720336914
regularization_only,11,0.00017978747685750326,-0.0011387062072753906
regularization_only,12,0.0004883805910746256,-0.0010950374603271485
regularization_only,13,-9.514888127644856e-05,-0.0009048271179199218
regularization_only,14,0.000507513682047526,-0.0011744356155395507
regularization_only,15,0.0017949541409810383,-0.00016922473907470702
regularization_only,16,0.0014728705088297527,-0.0005194902420043946
regularization_only,17,0.000747521718343099,0.002897167205810547
regularization_only,18,0.002452512582143148,0.0012446784973144532
regularization_only,19,0.001944740613301595,-0.001064772605895996
regularization_only,20,0.0010605255762736003,-0.001048288345336914
regularization_only,21,0.0004893342653910319,0.0025603199005126954
regularization_only,22,0.000546872615814209,-0.00090362548828125
regularization_only,23,0.00015250841776529947,-0.0003109407424926758
regularization_only,24,0.0004951556523640951,0.0005039644241333008
regularization_only,25,0.00041298071543375653,-0.0009964561462402343
regularization_only,26,-4.100799560546875e-05,-0.0007900476455688476
regularization_only,27,0.0010082721710205078,0.0006497430801391601
regularization_only,28,0.0010867714881896973,0.0006377220153808594
regularization_only,29,0.0010177294413248699,-0.0005938720703125
regularization_only,30,-0.0001484354337056478,-0.00117800235748291
regularization_only,31,0.00016532341639200845,0.00046987533569335936
regularization_only,32,0.0006566842397054037,-0.0011984968185424804
regularization_only,33,0.0003488461176554362,-0.0011647844314575195
regularization_only,34,0.0004309813181559245,-0.0008672904968261718
regularization_only,35,0.0009474754333496094,-0.0004718494415283203
regularization_only,36,0.0002114574114481608,-0.000206451416015625
regularization_only,37,-3.62396240234375e-05,-0.0011580896377563477
regularization_only,38,0.00025153160095214844,-0.00011054039001464843
regularization_only,39,0.0001906752586364746,-0.0012013530731201172
regularization_only,40,-0.00013724962870279947,-0.0011939287185668945
regularization_only,41,0.00016454855600992838,-7.117271423339843e-05
regularization_only,42,0.00022679567337036133,0.0003942441940307617
regularization_only,43,0.0009829799334208171,-0.0010693979263305664
regularization_only,44,0.0006470878918965658,-0.00043377876281738283
regularization_only,45,0.0009052554766337076,0.0008998394012451171
regularization_only,46,0.0006276766459147135,-0.001011805534362793
regularization_only,47,-0.00027054548263549805,-0.0012182903289794922
regularization_only,48,-0.00033867359161376953,-0.0009739112854003907
regularization_only,49,-0.00033406416575113934,-0.0009878969192504883
regularization_only,50,-0.00028777122497558594,-0.0012646102905273437
regularization_only,51,-0.00024646520614624023,-0.001116933822631836
regularization_only,52,0.0010688503583272297,0.00026726722717285156
regularization_only,53,0.0006745855013529459,-0.00040683269500732424
regularization_only,54,0.002639432748158773,0.0015135002136230469
regularization_only,55,0.0017634232838948567,0.00205780029296875
regularization_only,56,0.001325527826944987,6.235122680664062e-05
regularization_only,57,0.0012656648953755696,-0.0006216669082641602
regularization_only,58,0.0008776585261027018,0.0004454183578491211
regularization_only,59,0.0008100668589274088,2.2263526916503905e-05
regularization_only,60,0.0009841521581013997,-0.000297093391418457
regularization_only,61,0.0007518927256266276,-0.001102142333984375
