model_name,epoch,train_loss,val_loss,val_recon_raw,val_divergence_raw,train_recon,train_divergence,train_total_loss,train_safety_acc,train_safety_y1_acc,train_safety_y0_acc,train_frac_y1,train_frac_y0,val_recon,val_divergence,val_total_loss,val_safety_acc,val_safety_y1_acc,val_safety_y0_acc,val_frac_y1,val_frac_y0
reconstruction_only,1,0.11797113468249638,0.05700373083353043,0.05700373083353043,0.46506593918800354,0.05403611560662588,0.4634809195995331,0.05403611560662588,0.9192708333333334,1.0,0.0,0.9192708333333334,0.08072916666666667,0.05700373083353043,0.46499913930892944,0.05700373083353043,0.913,1.0,0.0,0.913,0.087
reconstruction_only,2,0.056777884562810264,0.11252045911550522,0.11252045911550522,0.9982282934188843,0.1115623340010643,0.9991259376207987,0.1115623340010643,0.8479817708333334,0.846045197740113,0.8708333333333333,0.921875,0.078125,0.11252045911550522,0.9993445024490356,0.11252045911550522,0.834,0.8302300109529025,0.8735632183908046,0.913,0.087
reconstruction_only,3,0.054185809567570686,0.03324836951494217,0.03324836951494217,0.9977543025016785,0.031944009164969124,0.9988459746042887,0.031944009164969124,0.9267578125,1.0,0.034334763948497854,0.9241536458333334,0.07584635416666667,0.03324836951494217,0.9983014545440674,0.03324836951494217,0.915,1.0,0.022988505747126436,0.913,0.087
reconstruction_only,4,0.024904107054074604,0.026660736843943596,0.026660736843943596,0.9985564289093017,0.025236840049425762,0.9992785453796387,0.025236840049425762,0.9186197916666666,1.0,0.00398406374501992,0.9182942708333334,0.08170572916666667,0.026660736843943596,0.9994127907752991,0.026660736843943596,0.913,1.0,0.0,0.913,0.087
reconstruction_only,5,0.025533833851416905,0.015563220731914044,0.015563220731914044,0.9969986534118652,0.013926411978900433,0.9994059205055237,0.013926411978900433,0.9195963541666666,1.0,0.027559055118110236,0.9173177083333334,0.08268229166666667,0.015563220731914044,0.998566267490387,0.015563220731914044,0.914,1.0,0.011494252873563218,0.913,0.087
reconstruction_only,6,0.014228153663376967,0.0135369071662426,0.0135369071662426,0.9987379226684571,0.013213559674719969,0.9991922179857889,0.013213559674719969,0.9573567708333334,1.0,0.4738955823293173,0.9189453125,0.0810546875,0.0135369071662426,0.99831267786026,0.0135369071662426,0.95,1.0,0.42528735632183906,0.913,0.087
reconstruction_only,7,0.011210001384218534,0.013524023421108722,0.013524023421108722,0.9992058038711548,0.01335855790724357,0.9992764393488566,0.01335855790724357,0.9456380208333334,1.0,0.32388663967611336,0.9195963541666666,0.08040364583333333,0.013524023421108722,0.9980643801689147,0.013524023421108722,0.94,1.0,0.3103448275862069,0.913,0.087
reconstruction_only,8,0.00928062836950024,0.006734085835516453,0.006734085835516453,0.9974777331352234,0.006587229048212369,0.9988147020339966,0.006587229048212369,0.9462890625,1.0,0.3319838056680162,0.9195963541666666,0.08040364583333333,0.006734085835516453,0.9987278413772583,0.006734085835516453,0.941,1.0,0.3218390804597701,0.913,0.087
reconstruction_only,9,0.006220878101885319,0.003798040946945548,0.003798040946945548,0.9972708392143249,0.0035170418365548053,0.9987507859865824,0.0035170418365548053,0.935546875,1.0,0.21115537848605578,0.9182942708333334,0.08170572916666667,0.003798040946945548,0.9991390714645386,0.003798040946945548,0.93,1.0,0.19540229885057472,0.913,0.087
reconstruction_only,10,0.003982292798658212,0.003713203053921461,0.003713203053921461,0.9987734804153442,0.00356289007080098,0.9994960427284241,0.00356289007080098,0.94921875,1.0,0.3709677419354839,0.9192708333333334,0.08072916666666667,0.003713203053921461,0.9967964863777161,0.003713203053921461,0.947,1.0,0.39080459770114945,0.913,0.087
reconstruction_only,11,0.0025685731476793685,0.0027556105218827726,0.0027556105218827726,0.6375601558685303,0.00268982855292658,0.6286752025286356,0.00268982855292658,0.9615885416666666,1.0,0.5203252032520326,0.919921875,0.080078125,0.0027556105218827726,0.6370254721641541,0.0027556105218827726,0.961,1.0,0.5517241379310345,0.913,0.087
reconstruction_only,12,0.001925064289631943,0.0014874785337597133,0.0014874785337597133,0.7281555724143982,0.0013966933668901522,0.7320143183072408,0.0013966933668901522,0.9664713541666666,1.0,0.5795918367346938,0.9202473958333334,0.07975260416666667,0.0014874785337597133,0.7273375630378723,0.0014874785337597133,0.964,1.0,0.5862068965517241,0.913,0.087
reconstruction_only,13,0.0015242293399448197,0.001301829805597663,0.001301829805597663,0.6114356842041015,0.0012411701027303934,0.6126060287157694,0.0012411701027303934,0.9694010416666666,1.0,0.6033755274261603,0.9228515625,0.0771484375,0.001301829805597663,0.6107668986320496,0.001301829805597663,0.965,1.0,0.5977011494252874,0.913,0.087
reconstruction_only,14,0.0013585567551975448,0.0012826128266751767,0.0012826128266751767,0.5340327649116516,0.0012080419110134244,0.531631608804067,0.0012080419110134244,0.9762369791666666,1.0,0.7008196721311475,0.9205729166666666,0.07942708333333333,0.0012826128266751767,0.5335406532287598,0.0012826128266751767,0.973,1.0,0.6896551724137931,0.913,0.087
reconstruction_only,15,0.0011582695879042149,0.0012696138685569167,0.0012696138685569167,0.5320754704475403,0.0011817323199162881,0.5381201108296713,0.0011817323199162881,0.9700520833333334,1.0,0.6017316017316018,0.9248046875,0.0751953125,0.0012696138685569167,0.5344903292655945,0.0012696138685569167,0.967,1.0,0.6206896551724138,0.913,0.087
reconstruction_only,16,0.0011175811911622684,0.0010422094007954002,0.0010422094007954002,0.541328953742981,0.000999456038698554,0.5494844317436218,0.000999456038698554,0.9729817708333334,1.0,0.6639676113360324,0.9195963541666666,0.08040364583333333,0.0010422094007954002,0.5416513094902039,0.0010422094007954002,0.968,1.0,0.632183908045977,0.913,0.087
reconstruction_only,17,0.0009460542739058534,0.0009600640125572681,0.0009600640125572681,0.6526525096893311,0.0009003127731072406,0.6579513549804688,0.0009003127731072406,0.9733072916666666,1.0,0.6758893280632411,0.9176432291666666,0.08235677083333333,0.0009600640125572681,0.6526035079956055,0.0009600640125572681,0.97,1.0,0.6551724137931034,0.913,0.087
reconstruction_only,18,0.0009059190439681212,0.0009059440870769321,0.0009059440870769321,0.5581932487487793,0.0008469018115041157,0.5649343927701315,0.0008469018115041157,0.96484375,1.0,0.568,0.9186197916666666,0.08138020833333333,0.0009059440870769321,0.5578791003227234,0.0009059440870769321,0.965,1.0,0.5977011494252874,0.913,0.087
reconstruction_only,19,0.0008614572191921374,0.000859150791540742,0.000859150791540742,0.5423875613212585,0.0008220103530523678,0.5465243657430013,0.0008220103530523678,0.970703125,1.0,0.6170212765957447,0.9235026041666666,0.07649739583333333,0.000859150791540742,0.5418925075531006,0.000859150791540742,0.965,1.0,0.5977011494252874,0.913,0.087
reconstruction_only,20,0.0007791355019435287,0.000799454776570201,0.000799454776570201,0.5336022391319275,0.0007591300527565181,0.5396727919578552,0.0007591300527565181,0.9713541666666666,1.0,0.6348547717842323,0.9215494791666666,0.07845052083333333,0.000799454776570201,0.5344331183433533,0.000799454776570201,0.969,1.0,0.6436781609195402,0.913,0.087
reconstruction_only,21,0.0007414155212851862,0.0007453467450104653,0.0007453467450104653,0.4185249924659729,0.0006998104702991744,0.4205774664878845,0.0006998104702991744,0.96875,1.0,0.616,0.9186197916666666,0.08138020833333333,0.0007453467450104653,0.4185033073425293,0.0007453467450104653,0.965,1.0,0.5977011494252874,0.913,0.087
reconstruction_only,22,0.0006811241813314458,0.0006966813853941857,0.0006966813853941857,0.4366565754413605,0.0006659675855189562,0.4388468563556671,0.0006659675855189562,0.9733072916666666,1.0,0.646551724137931,0.9244791666666666,0.07552083333333333,0.0006966813853941857,0.43670934891700747,0.0006966813853941857,0.97,1.0,0.6551724137931034,0.913,0.087
reconstruction_only,23,0.0006372339169805249,0.0006502464609220624,0.0006502464609220624,0.47966194653511046,0.0005999448864410321,0.480363130569458,0.0005999448864410321,0.970703125,1.0,0.6385542168674698,0.9189453125,0.0810546875,0.0006502464609220624,0.479401793718338,0.0006502464609220624,0.968,1.0,0.632183908045977,0.913,0.087
reconstruction_only,24,0.0006093915241460005,0.0006039030230604113,0.0006039030230604113,0.4714416661262512,0.0005550961359404027,0.4712805350621541,0.0005550961359404027,0.9739583333333334,1.0,0.678714859437751,0.9189453125,0.0810546875,0.0006039030230604113,0.47126083135604857,0.0006039030230604113,0.969,1.0,0.6436781609195402,0.913,0.087
reconstruction_only,25,0.0005484146143620213,0.000552493070717901,0.000552493070717901,0.5476591534614563,0.0005122504274671277,0.5460708737373352,0.0005122504274671277,0.9700520833333334,1.0,0.6213991769547325,0.9208984375,0.0791015625,0.000552493070717901,0.5470812015533447,0.000552493070717901,0.969,1.0,0.6436781609195402,0.913,0.087
reconstruction_only,26,0.0005129738710820675,0.0004959766329266131,0.0004959766329266131,0.5832048735618591,0.00047202907929507393,0.5858530004819235,0.00047202907929507393,0.9697265625,1.0,0.6188524590163934,0.9205729166666666,0.07942708333333333,0.0004959766329266131,0.5824636001586914,0.0004959766329266131,0.969,1.0,0.6436781609195402,0.913,0.087
reconstruction_only,27,0.0004578431641372542,0.00043058428796939553,0.00043058428796939553,0.6319781937599183,0.0004135950584895909,0.633451521396637,0.0004135950584895909,0.9710286458333334,1.0,0.6382113821138211,0.919921875,0.080078125,0.00043058428796939553,0.6316700568199157,0.00043058428796939553,0.968,1.0,0.632183908045977,0.913,0.087
reconstruction_only,28,0.0003807893954217434,0.00034800611692480744,0.00034800611692480744,0.6334250440597534,0.00032123035634867847,0.6345511078834534,0.00032123035634867847,0.96875,1.0,0.6205533596837944,0.9176432291666666,0.08235677083333333,0.00034800611692480744,0.6338510279655456,0.00034800611692480744,0.968,1.0,0.632183908045977,0.913,0.087
reconstruction_only,29,0.00030210752932665247,0.0002785057872533798,0.0002785057872533798,0.6266474623680115,0.00025888776387243223,0.6247433225313822,0.00025888776387243223,0.9716796875,1.0,0.618421052631579,0.92578125,0.07421875,0.0002785057872533798,0.6260010638236999,0.0002785057872533798,0.968,1.0,0.632183908045977,0.913,0.087
reconstruction_only,30,0.00024020053388085216,0.00018298595410306008,0.00018298595410306008,0.5694518942832947,0.00017034398236622414,0.5690191785494486,0.00017034398236622414,0.9713541666666666,1.0,0.6507936507936508,0.91796875,0.08203125,0.00018298595410306008,0.5694295988082886,0.00018298595410306008,0.968,1.0,0.632183908045977,0.913,0.087
reconstruction_only,31,0.00016078281623777002,0.00010976716631557792,0.00010976716631557792,0.5426142148971558,0.000105481747596059,0.5395622452100118,0.000105481747596059,0.9742838541666666,1.0,0.6666666666666666,0.9228515625,0.0771484375,0.00010976716631557792,0.542492317199707,0.00010976716631557792,0.968,1.0,0.632183908045977,0.913,0.087
reconstruction_only,32,0.00010238798373999695,6.298545593745075e-05,6.298545593745075e-05,0.5319737739562989,6.245031545404345e-05,0.5327874819437662,6.245031545404345e-05,0.9720052083333334,1.0,0.6446280991735537,0.9212239583333334,0.07877604166666667,6.298545593745075e-05,0.5320489535331726,6.298545593745075e-05,0.968,1.0,0.632183908045977,0.913,0.087
