setting,delta,valid_cov,mu1,mu2,cov11,cov12,cov22,pval_mean,pval_std,pval_base_mean,pval_base_std,pval_recon_mean,pval_recon_std,pval_uniform_mean,pval_uniform_std,ks_p_prop_mean,ks_p_prop_std,ks_p_base_mean,ks_p_base_std,ks_p_recon_mean,ks_p_recon_std,ks_p_uniform_mean,ks_p_uniform_std,label_prob_base_mean,label_prob_base_std,label_prob_shift_mean,label_prob_shift_std
df1,0.0,True,0.0,0.0,1.0,0.0,1.0,0.5184546285463676,0.28875494928890055,0.5050655307402814,0.2994134144889123,0.49203514342331517,0.29881580649891676,0.4879225453573226,0.25628656471039263,0.5184546285463676,0.28875494928890055,0.5050655307402814,0.2994134144889123,0.49203514342331517,0.29881580649891676,0.4879225453573226,0.25628656471039263,0.9222619259357452,0.003647788087781498,0.9225303757190705,0.003698609551140701
df1,0.05,True,0.0,0.05,1.0,0.0,1.0,0.12560920098320907,0.18508307822244416,0.40861406438090575,0.3106503850436118,0.45066770652684845,0.30241482055841223,0.2548472032928848,0.2774435970593235,0.12560920098320907,0.18508307822244416,0.40861406438090575,0.3106503850436118,0.45066770652684845,0.30241482055841223,0.2548472032928848,0.2774435970593235,0.9226541996002198,0.0034732144332327436,0.9225538992881774,0.003766510478281827
df1,0.1,True,0.0,0.1,1.0,0.0,1.0,0.002707635057968828,0.014447126274689453,0.3076233914846859,0.2937566338205003,0.47634811198367516,0.3092413833760406,0.06030138907218416,0.14288126630304973,0.002707635057968828,0.014447126274689453,0.3076233914846859,0.2937566338205003,0.47634811198367516,0.3092413833760406,0.06030138907218416,0.14288126630304973,0.9229701936244965,0.0036760547474932286,0.9224514496326447,0.0038553820862099503
df1,0.15000000000000002,True,0.0,0.15000000000000002,1.0,0.0,1.0,3.875208624900747e-06,1.3407895651358142e-05,0.09628691728902007,0.16944575716308724,0.36001664933533095,0.2702997567860432,0.0011861617576498478,0.0051370348927879195,3.875208624900747e-06,1.3407895651358142e-05,0.09628691728902007,0.16944575716308724,0.36001664933533095,0.2702997567860432,0.0011861617576498478,0.0051370348927879195,0.9218741977214813,0.0034872334009499757,0.9233980858325959,0.0034319445648763143
df1,0.2,True,0.0,0.2,1.0,0.0,1.0,1.4723598865250658e-08,7.926298868862101e-08,0.0652212777222436,0.11819877244606587,0.2517238197418281,0.23543329525865866,5.9805195711058797e-05,0.00019711255138871262,1.4723598865250658e-08,7.926298868862101e-08,0.0652212777222436,0.11819877244606587,0.2517238197418281,0.23543329525865866,5.9805195711058797e-05,0.00019711255138871262,0.9231252825260162,0.0034627302619832535,0.9226306354999543,0.0032097904126141383
df1,0.25,True,0.0,0.25,1.0,0.0,1.0,5.405658898910269e-16,2.3371408083505465e-15,0.002850350975611159,0.005926292380599563,0.15635536844786613,0.1988109481814825,3.784756513546349e-10,1.6277538861613927e-09,5.405658898910269e-16,2.3371408083505465e-15,0.002850350975611159,0.005926292380599563,0.15635536844786613,0.1988109481814825,3.784756513546349e-10,1.6277538861613927e-09,0.9222243428230286,0.003266691199116429,0.9225484216213227,0.003577517827112715
df1,0.30000000000000004,True,0.0,0.30000000000000004,1.0,0.0,1.0,3.6801519311708736e-21,2.5195805724747836e-20,0.001549378410621985,0.006024411281766555,0.0729913638379387,0.1562910488288446,3.6762761378334306e-13,2.0771139947242018e-12,3.6801519311708736e-21,2.5195805724747836e-20,0.001549378410621985,0.006024411281766555,0.0729913638379387,0.1562910488288446,3.6762761378334306e-13,2.0771139947242018e-12,0.9227632224559784,0.0035826485591798274,0.9229400157928467,0.0039295695334200225
df1,0.35000000000000003,True,0.0,0.35000000000000003,1.0,0.0,1.0,3.0502432042923223e-28,1.7148796842038554e-27,0.00017275053815158061,0.0010056334063568149,0.01358288013264555,0.028013395342157344,2.0732269057979445e-14,1.4499097540473207e-13,3.0502432042923223e-28,1.7148796842038554e-27,0.00017275053815158061,0.0010056334063568149,0.01358288013264555,0.028013395342157344,2.0732269057979445e-14,1.4499097540473207e-13,0.9231470692157745,0.003840974995280834,0.9225309133529663,0.003325389931118052
df1,0.4,True,0.0,0.4,1.0,0.0,1.0,1.8452791910095974e-38,1.2762325265936146e-37,3.554697122462081e-05,0.00022327032303886136,0.0008872125677130328,0.0042321759225450815,1.1906944756148164e-19,8.2937621265742645e-19,1.8452791910095974e-38,1.2762325265936146e-37,3.554697122462081e-05,0.00022327032303886136,0.0008872125677130328,0.0042321759225450815,1.1906944756148164e-19,8.2937621265742645e-19,0.9232045269012451,0.0035709431254107374,0.9225260400772095,0.003729636721729974
df1,0.45,True,0.0,0.45,1.0,0.0,1.0,8.834466913957435e-46,5.890966980061127e-45,2.5760911391677415e-07,1.7214350509869048e-06,0.00012183643717378081,0.0007608618941526062,6.1530087708156974e-27,4.349057606066374e-26,8.834466913957435e-46,5.890966980061127e-45,2.5760911391677415e-07,1.7214350509869048e-06,0.00012183643717378081,0.0007608618941526062,6.1530087708156974e-27,4.349057606066374e-26,0.9224404931068421,0.003935549473498601,0.9222504723072052,0.0034939954126064505
