epoch,train_loss,val_loss,val_recon_raw,val_divergence_raw,train_div (enc-only),val_divergence (enc-only),train_recon,train_divergence,train_total_loss,train_safety_acc,train_safety_y1_acc,train_safety_y0_acc,train_frac_y1,train_frac_y0,val_recon,val_divergence,val_total_loss,val_safety_acc,val_safety_y1_acc,val_safety_y0_acc,val_frac_y1,val_frac_y0
1,0.6129421591758728,0.06494049082279206,0.06470454919338227,0.023594162940979005,0.1867975393931071,0.028197299003601073,0.07171829293171565,0.025876641273498535,0.07197705934445063,0.8424479166666666,1.0,0.0,0.8424479166666666,0.15755208333333334,0.06470454919338227,0.02355634117126465,0.06494011260509491,0.866,1.0,0.0,0.866,0.134
2,0.23988278955221176,0.017582557613551618,0.016129135839641096,0.14534217739105224,0.03721614678700765,0.036006367683410645,0.01785250132282575,0.12154058615366618,0.01906790718436241,0.9703776041666666,0.9830443159922929,0.9014675052410901,0.8447265625,0.1552734375,0.016129135839641096,0.1450329818725586,0.017579465658366683,0.971,0.9780600461893765,0.9253731343283582,0.866,0.134
3,0.1094999002913634,0.07691722737550735,0.07617766314744949,0.07395642280578613,0.03447492917378744,0.020705134391784667,0.07945971190929413,0.07171543439229329,0.08017686625321706,0.8092447916666666,0.7740812379110251,0.9958932238193019,0.8414713541666666,0.15852864583333334,0.07617766314744949,0.07418043422698975,0.07691946748971938,0.791,0.7586605080831409,1.0,0.866,0.134
4,0.04520491572717825,0.010928701139986514,0.0103516840711236,0.057701706886291504,0.015345493952433268,-0.0005964555740356445,0.011012844120462736,0.0673005183537801,0.011685849304000536,0.9156901041666666,1.0,0.452431289640592,0.8460286458333334,0.15397135416666666,0.0103516840711236,0.05768867588043213,0.010928570829927922,0.911,1.0,0.3358208955223881,0.866,0.134
5,0.03490146187444528,0.004568483813405037,0.00368668694794178,0.08817968654632569,0.006296118100484212,0.01075496768951416,0.004519133207698663,0.09929712613423665,0.005512104469041029,0.8990885416666666,1.0,0.3404255319148936,0.8470052083333334,0.15299479166666666,0.00368668694794178,0.08816885375976563,0.004568375485539436,0.898,1.0,0.23880597014925373,0.866,0.134
6,0.0243294903387626,0.007192882899641991,0.006296276196837426,0.08966067028045654,0.0037668943405151367,0.0023700761795043945,0.00648881308734417,0.09889590740203857,0.007477772161364555,0.9446614583333334,0.9996143463170073,0.6471816283924844,0.8440755208333334,0.15592447916666666,0.006296276196837426,0.08965962314605713,0.007192872428297997,0.944,1.0,0.582089552238806,0.866,0.134
7,0.010425230332960686,0.008271420292556286,0.007208065800368786,0.10633544921875,0.0043413639068603516,0.00533232593536377,0.0074940735163788,0.1187363068262736,0.008681436584641537,0.986328125,0.9914629414047342,0.9595959595959596,0.8388671875,0.1611328125,0.007208065800368786,0.10603062343597412,0.008268372034728527,0.978,0.9896073903002309,0.9029850746268657,0.866,0.134
8,0.011873349857827028,0.010903961560726165,0.010201245248317718,0.07027163124084472,0.004793524742126465,0.0024847583770751954,0.010677637221912542,0.07911765575408936,0.011468813779453435,0.9710286458333334,0.9664739884393063,0.9958071278825996,0.8447265625,0.1552734375,0.010201245248317718,0.07027040958404542,0.010903949344158172,0.967,0.964203233256351,0.9850746268656716,0.866,0.134
9,0.011143676315744718,0.009185966463387011,0.008591989822685718,0.05939766407012939,0.0007707675298055013,0.0005223274230957032,0.008916025049984455,0.0670868953069051,0.009586894003053506,0.9856770833333334,0.9888246628131021,0.9685534591194969,0.8447265625,0.1552734375,0.008591989822685718,0.05958945274353027,0.009187884350121021,0.982,0.9861431870669746,0.9552238805970149,0.866,0.134
10,0.007162361095348994,0.0026833834786340596,0.0020711203617975117,0.061226311683654784,0.0016695658365885417,0.0016824665069580078,0.002213173545897007,0.06324990590413411,0.002845672604938348,0.9645182291666666,0.999227202472952,0.7789256198347108,0.8424479166666666,0.15755208333333334,0.0020711203617975117,0.06118983745574951,0.002683018736355007,0.962,0.9965357967667436,0.7388059701492538,0.866,0.134
11,0.005028824632366498,0.0013130014869384469,0.0007966085406951606,0.05163929462432861,0.002015352249145508,0.003214925765991211,0.0008855709262813131,0.05443326632181803,0.0014299035894994934,0.9410807291666666,0.9996149403157489,0.6210526315789474,0.8453776041666666,0.15462239583333334,0.0007966085406951606,0.05165425968170166,0.0013131511375121772,0.937,0.9988452655889145,0.5373134328358209,0.866,0.134
12,0.0049118575019141035,0.0017709199789166451,0.0015117957666516304,0.025912421226501465,0.0023096799850463867,0.001035787582397461,0.001600023436670502,0.03228541215260824,0.0019228775581965844,0.9459635416666666,1.0,0.6563146997929606,0.8427734375,0.1572265625,0.0015117957666516304,0.026028639793395997,0.0017720821645855903,0.938,0.9988452655889145,0.5447761194029851,0.866,0.134
13,0.0027024788626780114,0.0016384824987873434,0.0014296271940693259,0.020885530471801757,0.0027986764907836914,0.00035991287231445314,0.0014953378510350983,0.02445662021636963,0.0017399040531987946,0.9593098958333334,0.9992286926340147,0.7432150313152401,0.8440755208333334,0.15592447916666666,0.0014296271940693259,0.02089961242675781,0.001638623318336904,0.954,0.9976905311778291,0.6716417910447762,0.866,0.134
