setting,delta,valid_cov,mu1,mu2,cov11,cov12,cov22,pval_mean,pval_std,pval_base_mean,pval_base_std,pval_recon_mean,pval_recon_std,pval_uniform_mean,pval_uniform_std,ks_p_prop_mean,ks_p_prop_std,ks_p_base_mean,ks_p_base_std,ks_p_recon_mean,ks_p_recon_std,ks_p_uniform_mean,ks_p_uniform_std,label_prob_base_mean,label_prob_base_std,label_prob_shift_mean,label_prob_shift_std
df1,0.0,True,0.0,0.0,1.0,0.0,1.0,0.5216416902402762,0.30431175176104036,0.6668965369064283,0.31732161267268505,1.0,0.0,0.5015579621456175,0.2873802766548077,0.5216416902402762,0.30431175176104036,0.6668965369064283,0.31732161267268505,1.0,0.0,0.5015579621456175,0.2873802766548077,0.9215679252147675,0.003569103546810489,0.9219483923912049,0.0033456235764598684
df1,0.05,True,0.0,0.05,1.0,0.0,1.0,0.13715697321871434,0.21129639800235478,0.7417948482771003,0.31562905587415974,1.0,0.0,0.1086878501452315,0.19768439449055877,0.13715697321871434,0.21129639800235478,0.7417948482771003,0.31562905587415974,1.0,0.0,0.1086878501452315,0.19768439449055877,0.9213881599903107,0.0035498876886374043,0.9219937312602997,0.0033501528910920867
df1,0.1,True,0.0,0.1,1.0,0.0,1.0,0.001734803500750357,0.00648206544813434,0.7109044252772331,0.2895598944364022,1.0,0.0,0.0012771776288357608,0.005138437078999026,0.001734803500750357,0.00648206544813434,0.7109044252772331,0.2895598944364022,1.0,0.0,0.0012771776288357608,0.005138437078999026,0.9218081116676331,0.003995948980790084,0.9223267579078674,0.0038723500248825145
df1,0.15000000000000002,True,0.0,0.15000000000000002,1.0,0.0,1.0,1.6899761293006393e-06,7.416710229408173e-06,0.6826380534772788,0.31566715894117453,1.0,0.0,2.383721529276345e-06,1.070317417345459e-05,1.6899761293006393e-06,7.416710229408173e-06,0.6826380534772788,0.31566715894117453,1.0,0.0,2.383721529276345e-06,1.070317417345459e-05,0.9222621560096741,0.003678437000326544,0.9209065914154053,0.004584259428329214
df1,0.2,True,0.0,0.2,1.0,0.0,1.0,8.923323806182331e-10,5.432616357725212e-09,0.6811506252698208,0.31977268037440226,1.0,0.0,3.4510063652318137e-11,2.4220138845183723e-10,8.923323806182331e-10,5.432616357725212e-09,0.6811506252698208,0.31977268037440226,1.0,0.0,3.4510063652318137e-11,2.4220138845183723e-10,0.9224695420265198,0.0040089538581866615,0.9223060047626496,0.003389626405762368
df1,0.25,True,0.0,0.25,1.0,0.0,1.0,7.123954853526693e-15,3.714884997223569e-14,0.6517031018019438,0.3643110835195694,1.0,0.0,5.115748762212042e-16,3.4720693968134296e-15,7.123954853526693e-15,3.714884997223569e-14,0.6517031018019438,0.3643110835195694,1.0,0.0,5.115748762212042e-16,3.4720693968134296e-15,0.9222367608547211,0.003653826172216257,0.9221868240833282,0.003940653273726674
df1,0.30000000000000004,True,0.0,0.30000000000000004,1.0,0.0,1.0,1.829824020987285e-23,8.515021791490335e-23,0.4176135790217157,0.35075506410847335,1.0,0.0,4.580682850029349e-27,2.840670784533547e-26,1.829824020987285e-23,8.515021791490335e-23,0.4176135790217157,0.35075506410847335,1.0,0.0,4.580682850029349e-27,2.840670784533547e-26,0.9215645694732666,0.0033116291829548496,0.9220202553272248,0.0031899418493841255
df1,0.35000000000000003,True,0.0,0.35000000000000003,1.0,0.0,1.0,1.3805659209046127e-33,6.689211155329272e-33,0.3491707581200818,0.338676088168977,1.0,0.0,2.4570517115675437e-35,1.5771277220075242e-34,1.3805659209046127e-33,6.689211155329272e-33,0.3491707581200818,0.338676088168977,1.0,0.0,2.4570517115675437e-35,1.5771277220075242e-34,0.9225664484500885,0.0037874811807939676,0.9204852139949798,0.00351859828744895
df1,0.4,True,0.0,0.4,1.0,0.0,1.0,1.4331917815152848e-42,8.617737937733527e-42,0.25087768186524434,0.32508718920150975,1.0,0.0,6.175349362216258e-48,4.3611039892498553e-47,1.4331917815152848e-42,8.617737937733527e-42,0.25087768186524434,0.32508718920150975,1.0,0.0,6.175349362216258e-48,4.3611039892498553e-47,0.921925892829895,0.003133039686151339,0.9211799252033234,0.003891185354969889
df1,0.45,True,0.0,0.45,1.0,0.0,1.0,4.279517458796327e-50,2.8690256703661284e-49,0.10677509813611508,0.19385856377800015,1.0,0.0,2.1789017573961119e-57,1.5383527007465305e-56,4.279517458796327e-50,2.8690256703661284e-49,0.10677509813611508,0.19385856377800015,1.0,0.0,2.1789017573961119e-57,1.5383527007465305e-56,0.9228010201454162,0.003790584804176427,0.9203320252895355,0.003014095518918287
