delta,pval_base,pval,setting,gap
0.0,0.08,0.08,df1,0.0
0.04,0.08,0.08,df1,0.0
0.08,0.1,0.14,df1,-0.04000000000000001
0.12,0.14,0.2,df1,-0.06
0.16,0.38,0.38,df1,0.0
0.2,0.48,0.52,df1,-0.040000000000000036
0.24,0.78,0.72,df1,0.06000000000000005
0.28,0.98,0.9,df1,0.07999999999999996
0.32,0.98,1.0,df1,-0.020000000000000018
0.36,1.0,1.0,df1,0.0
0.4,1.0,1.0,df1,0.0
0.44,1.0,1.0,df1,0.0
0.48,1.0,1.0,df1,0.0
0.52,1.0,1.0,df1,0.0
0.56,1.0,1.0,df1,0.0
0.6,1.0,1.0,df1,0.0
0.64,1.0,1.0,df1,0.0
0.68,1.0,1.0,df1,0.0
0.72,1.0,1.0,df1,0.0
0.76,1.0,1.0,df1,0.0
0.8,1.0,1.0,df1,0.0
0.0,0.08,0.08,df2,0.0
0.04,0.1,0.1,df2,0.0
0.08,0.3,0.2,df2,0.09999999999999998
0.12,0.16,0.14,df2,0.01999999999999999
0.16,0.32,0.3,df2,0.020000000000000018
0.2,0.34,0.3,df2,0.040000000000000036
0.24,0.54,0.46,df2,0.08000000000000002
0.28,0.62,0.56,df2,0.05999999999999994
0.32,0.94,0.88,df2,0.05999999999999994
0.36,0.82,0.78,df2,0.039999999999999925
0.4,0.96,0.9,df2,0.05999999999999994
0.44,1.0,0.94,df2,0.06000000000000005
0.48,1.0,1.0,df2,0.0
0.52,1.0,1.0,df2,0.0
0.56,0.98,0.98,df2,0.0
0.6,1.0,1.0,df2,0.0
0.64,1.0,1.0,df2,0.0
0.68,1.0,1.0,df2,0.0
0.72,1.0,1.0,df2,0.0
0.76,1.0,1.0,df2,0.0
0.8,1.0,1.0,df2,0.0
0.0,0.08,0.06,df3,0.020000000000000004
0.05,0.1,0.08,df3,0.020000000000000004
0.1,0.12,0.2,df3,-0.08000000000000002
0.15000000000000002,0.12,0.14,df3,-0.020000000000000018
0.2,0.1,0.16,df3,-0.06
0.25,0.08,0.14,df3,-0.06000000000000001
0.30000000000000004,0.12,0.18,df3,-0.06
0.35000000000000003,0.2,0.34,df3,-0.14
0.4,0.14,0.32,df3,-0.18
0.45,0.16,0.56,df3,-0.4
0.5,0.2,0.72,df3,-0.52
0.55,0.26,0.66,df3,-0.4
0.6000000000000001,0.14,0.8,df3,-0.66
0.65,0.24,0.88,df3,-0.64
0.7000000000000001,0.24,0.98,df3,-0.74
0.75,0.16,0.98,df3,-0.82
0.8,0.32,1.0,df3,-0.6799999999999999
0.8500000000000001,0.3,1.0,df3,-0.7
0.9,0.42,1.0,df3,-0.5800000000000001
0.9500000000000001,0.56,1.0,df3,-0.43999999999999995
1.0,0.7,1.0,df3,-0.30000000000000004
