delta,pval_base,pval,setting,gap
0.0,0.12,0.1,df1,0.01999999999999999
0.02,0.26,0.1,df1,0.16
0.04,0.04,0.1,df1,-0.060000000000000005
0.06,0.12,0.02,df1,0.09999999999999999
0.08,0.1,0.12,df1,-0.01999999999999999
0.1,0.16,0.06,df1,0.1
0.12,0.2,0.14,df1,0.06
0.14,0.18,0.12,df1,0.06
0.16,0.18,0.02,df1,0.16
0.18,0.16,0.16,df1,0.0
0.2,0.3,0.14,df1,0.15999999999999998
0.22,0.22,0.14,df1,0.07999999999999999
0.24,0.4,0.12,df1,0.28
0.26,0.36,0.14,df1,0.21999999999999997
0.28,0.3,0.12,df1,0.18
0.3,0.6,0.02,df1,0.58
0.32,0.62,0.06,df1,0.56
0.34,0.64,0.08,df1,0.56
0.36,0.7,0.02,df1,0.6799999999999999
0.38,0.8,0.1,df1,0.7000000000000001
0.4,0.88,0.18,df1,0.7
0.0,0.12,0.1,df2,0.01999999999999999
0.02,0.12,0.06,df2,0.06
0.04,0.12,0.06,df2,0.06
0.06,0.08,0.06,df2,0.020000000000000004
0.08,0.16,0.06,df2,0.1
0.1,0.1,0.12,df2,-0.01999999999999999
0.12,0.12,0.06,df2,0.06
0.14,0.12,0.12,df2,0.0
0.16,0.14,0.1,df2,0.04000000000000001
0.18,0.18,0.08,df2,0.09999999999999999
0.2,0.12,0.2,df2,-0.08000000000000002
0.22,0.16,0.12,df2,0.04000000000000001
0.24,0.26,0.2,df2,0.06
0.26,0.18,0.18,df2,0.0
0.28,0.16,0.04,df2,0.12
0.3,0.36,0.12,df2,0.24
0.32,0.3,0.04,df2,0.26
0.34,0.3,0.1,df2,0.19999999999999998
0.36,0.4,0.08,df2,0.32
0.38,0.36,0.14,df2,0.21999999999999997
0.4,0.28,0.22,df2,0.060000000000000026
0.0,0.08,0.08,df3,0.0
0.025,0.2,0.08,df3,0.12000000000000001
0.05,0.22,0.08,df3,0.14
0.07500000000000001,0.42,0.08,df3,0.33999999999999997
0.1,0.48,0.08,df3,0.39999999999999997
0.125,0.68,0.2,df3,0.48000000000000004
0.15000000000000002,0.8,0.1,df3,0.7000000000000001
0.17500000000000002,0.96,0.26,df3,0.7
0.2,0.98,0.18,df3,0.8
0.225,1.0,0.24,df3,0.76
0.25,1.0,0.32,df3,0.6799999999999999
0.275,1.0,0.42,df3,0.5800000000000001
0.30000000000000004,1.0,0.42,df3,0.5800000000000001
0.325,1.0,0.38,df3,0.62
0.35000000000000003,1.0,0.6,df3,0.4
0.375,1.0,0.54,df3,0.45999999999999996
0.4,1.0,0.66,df3,0.33999999999999997
0.42500000000000004,1.0,0.78,df3,0.21999999999999997
0.45,1.0,0.74,df3,0.26
0.47500000000000003,1.0,0.82,df3,0.18000000000000005
0.5,1.0,0.9,df3,0.09999999999999998
