setting,delta,valid_cov,mu1,mu2,cov11,cov12,cov22,pval_mean,pval_std,pval_base_mean,pval_base_std,pval_recon_mean,pval_recon_std,pval_uniform_mean,pval_uniform_std,pval_label_mean,pval_label_std,ks_p_prop_mean,ks_p_prop_std,ks_p_base_mean,ks_p_base_std,ks_p_recon_mean,ks_p_recon_std,ks_p_uniform_mean,ks_p_uniform_std,label_prob_base_mean,label_prob_base_std,label_prob_shift_mean,label_prob_shift_std
df1,0.0,True,0.0,0.0,1.0,0.0,1.0,0.5184197116403928,0.2891153458511256,0.4723813364641598,0.3122633991248402,0.6017508111205865,0.2603787278843348,0.5168147398849412,0.320135001258994,0.9997843352206413,0.0009046819250431534,0.5184197116403928,0.2891153458511256,0.4723813364641598,0.3122633991248402,0.6017508111205865,0.2603787278843348,0.5168147398849412,0.320135001258994,0.9186801385879516,0.0038832573650078844,0.9180379557609558,0.0030944375856943717
df1,0.05,True,0.0,0.05,1.0,0.0,1.0,0.5280717285418958,0.30471168350087097,0.3998502497247559,0.3209206579909147,0.5242455213358972,0.3083516004069307,0.36033678599823515,0.2949177840946743,0.9992513590675961,0.0032325679939019325,0.5280717285418958,0.30471168350087097,0.3998502497247559,0.3209206579909147,0.5242455213358972,0.3083516004069307,0.36033678599823515,0.2949177840946743,0.9190530133247375,0.0036134969797999104,0.9186126101016998,0.004369747019411486
df1,0.1,True,0.0,0.1,1.0,0.0,1.0,0.36859894501102436,0.2557999877756919,0.32192727662331627,0.2909536282517891,0.33556757966213185,0.2577655118850909,0.09589974478080018,0.17474862632194918,0.9995260847735381,0.0022345534363306125,0.36859894501102436,0.2557999877756919,0.32192727662331627,0.2909536282517891,0.33556757966213185,0.2577655118850909,0.09589974478080018,0.17474862632194918,0.919165267944336,0.003263145424197088,0.9184816312789917,0.003885892754804096
df1,0.15000000000000002,True,0.0,0.15000000000000002,1.0,0.0,1.0,0.25102551707597226,0.25802740073849934,0.06591370841327786,0.11930667021543422,0.22070528995999492,0.2710852106956946,0.02151136672025717,0.07974783766805105,0.9998856570234714,0.0003900394746628053,0.25102551707597226,0.25802740073849934,0.06591370841327786,0.11930667021543422,0.22070528995999492,0.2710852106956946,0.02151136672025717,0.07974783766805105,0.9175391805171966,0.003809718540338968,0.9189371740818024,0.003327781199897106
df1,0.2,True,0.0,0.2,1.0,0.0,1.0,0.1962993767937259,0.23042839220883865,0.041738331477611613,0.10893948525596764,0.1322430177382249,0.19891496157534555,0.0028356342328605525,0.015951639596553376,0.999865922318324,0.00040085435525411624,0.1962993767937259,0.23042839220883865,0.041738331477611613,0.10893948525596764,0.1322430177382249,0.19891496157534555,0.0028356342328605525,0.015951639596553376,0.9193503987789154,0.0030964730821699494,0.9182425653934478,0.003373688428349531
df1,0.25,True,0.0,0.25,1.0,0.0,1.0,0.12844463767476255,0.1907359974331636,0.009119468980636975,0.03172379054215346,0.0514706466013656,0.1018613905395081,4.469780659750156e-05,0.00022543653565561736,0.9943528828390145,0.031629786899096894,0.12844463767476255,0.1907359974331636,0.009119468980636975,0.03172379054215346,0.0514706466013656,0.1018613905395081,4.469780659750156e-05,0.00022543653565561736,0.9182093346118927,0.0038506727594739263,0.9177097833156586,0.004131390362785397
df1,0.30000000000000004,True,0.0,0.30000000000000004,1.0,0.0,1.0,0.07387888939157432,0.13378722711285235,0.001237682081935425,0.00536782810565811,0.005536968269697486,0.012130565740088155,8.340349857185245e-07,3.3347780898225273e-06,0.9994920422268723,0.0015155362664986708,0.07387888939157432,0.13378722711285235,0.001237682081935425,0.00536782810565811,0.005536968269697486,0.012130565740088155,8.340349857185245e-07,3.3347780898225273e-06,0.9181579637527466,0.0034784528259800625,0.9176399695873261,0.0035854877240425872
df1,0.35000000000000003,True,0.0,0.35000000000000003,1.0,0.0,1.0,0.02233053791578763,0.049441739067571905,0.0006033072255077262,0.0032962109213644838,0.003838279982858677,0.009495493785219225,4.599186235703814e-08,2.562548254843832e-07,0.999346835989096,0.0019355475311909863,0.02233053791578763,0.049441739067571905,0.0006033072255077262,0.0032962109213644838,0.003838279982858677,0.009495493785219225,4.599186235703814e-08,2.562548254843832e-07,0.918343197107315,0.003458146018856861,0.9175229907035828,0.003760463887253862
df1,0.4,True,0.0,0.4,1.0,0.0,1.0,0.009096144483251394,0.022759906991549603,2.516406137980489e-05,0.00015210751804069103,0.0005957479329353064,0.002567759167729465,6.18110747961476e-09,4.354055125935016e-08,0.9994499011374492,0.0014788332581770365,0.009096144483251394,0.022759906991549603,2.516406137980489e-05,0.00015210751804069103,0.0005957479329353064,0.002567759167729465,6.18110747961476e-09,4.354055125935016e-08,0.9176001358032226,0.003616700875020936,0.9169745087623596,0.0036321536769496387
df1,0.45,True,0.0,0.45,1.0,0.0,1.0,0.004902450874639934,0.012150440958612296,6.280495929209753e-08,1.8503089848125152e-07,0.00023323172245254264,0.0015835600440665704,2.109303034040957e-12,1.4647951504766385e-11,0.998245980075236,0.01047771128952971,0.004902450874639934,0.012150440958612296,6.280495929209753e-08,1.8503089848125152e-07,0.00023323172245254264,0.0015835600440665704,2.109303034040957e-12,1.4647951504766385e-11,0.9188581705093384,0.0028483707471642296,0.9173849725723267,0.0040605314866219685
df1,0.5,True,0.0,0.5,1.0,0.0,1.0,0.0018942175255488433,0.008005535359757707,1.93983199321893e-08,1.1747522095305545e-07,1.2834536895755737e-05,6.888296490730032e-05,5.418540290137098e-15,3.1862064637710394e-14,0.999227185889416,0.0022238482318900636,0.0018942175255488433,0.008005535359757707,1.93983199321893e-08,1.1747522095305545e-07,1.2834536895755737e-05,6.888296490730032e-05,5.418540290137098e-15,3.1862064637710394e-14,0.9186756360530853,0.00357866187685236,0.9169565939903259,0.0037997682262678706
df1,0.55,True,0.0,0.55,1.0,0.0,1.0,0.0004880463035777336,0.0026345096893064376,5.052364476223587e-09,2.796496051623464e-08,1.3443583216046565e-07,5.537708797844439e-07,9.538859553196377e-18,6.592757721869814e-17,0.9996049365551477,0.0010810656203913652,0.0004880463035777336,0.0026345096893064376,5.052364476223587e-09,2.796496051623464e-08,1.3443583216046565e-07,5.537708797844439e-07,9.538859553196377e-18,6.592757721869814e-17,0.9189498114585877,0.004151728534918937,0.9170719242095947,0.0032046588427222813
