setting,delta,valid_cov,mu1,mu2,cov11,cov12,cov22,pval_mean,pval_std,pval_base_mean,pval_base_std,pval_recon_mean,pval_recon_std,pval_uniform_mean,pval_uniform_std,ks_p_prop_mean,ks_p_prop_std,ks_p_base_mean,ks_p_base_std,ks_p_recon_mean,ks_p_recon_std,ks_p_uniform_mean,ks_p_uniform_std,label_prob_base_mean,label_prob_base_std,label_prob_shift_mean,label_prob_shift_std
df1,0.0,True,0.0,0.0,1.0,0.0,1.0,0.37598601024526845,0.28825825277932227,0.5486049958088922,0.28772679283549,0.4548476637786607,0.2775174010576731,0.5569268166383297,0.29790335687516534,0.37598601024526845,0.28825825277932227,0.5486049958088922,0.28772679283549,0.4548476637786607,0.2775174010576731,0.5569268166383297,0.29790335687516534,0.9184093117713928,0.0036361273802189603,0.9192511057853698,0.0037544942549500504
df1,0.05,True,0.0,0.05,1.0,0.0,1.0,0.474584129855708,0.26590594245769206,0.17489131279522613,0.2083282629064522,0.5076531495506829,0.2743238561523697,0.4831837185019806,0.30131025546193113,0.474584129855708,0.26590594245769206,0.17489131279522613,0.2083282629064522,0.5076531495506829,0.2743238561523697,0.4831837185019806,0.30131025546193113,0.9189073896408081,0.0035482756918925806,0.9187106788158417,0.0035788220485917926
df1,0.1,True,0.0,0.1,1.0,0.0,1.0,0.31911856872273586,0.2966721598970078,0.008565212409138113,0.022768759376211336,0.48688866748186577,0.2693318474143243,0.3587579016046278,0.30723933192311303,0.31911856872273586,0.2966721598970078,0.008565212409138113,0.022768759376211336,0.48688866748186577,0.2693318474143243,0.3587579016046278,0.30723933192311303,0.9190366876125335,0.0038491159012982966,0.9194614112377166,0.003552996570264921
df1,0.15000000000000002,True,0.0,0.15000000000000002,1.0,0.0,1.0,0.1095986492050751,0.17152706441703525,1.9261382024334744e-05,4.8959632289965425e-05,0.5009917224388165,0.3061464957331976,0.2573927692174397,0.2732330868015508,0.1095986492050751,0.17152706441703525,1.9261382024334744e-05,4.8959632289965425e-05,0.5009917224388165,0.3061464957331976,0.2573927692174397,0.2732330868015508,0.9184453952312469,0.004267230008744172,0.9188118684291839,0.0038570008112947547
df1,0.2,True,0.0,0.2,1.0,0.0,1.0,0.017398966508142984,0.02862103814407137,1.0470329190483383e-09,6.100663987198152e-09,0.5614755859246181,0.28058060397330853,0.19137238068107426,0.24585851321317728,0.017398966508142984,0.02862103814407137,1.0470329190483383e-09,6.100663987198152e-09,0.5614755859246181,0.28058060397330853,0.19137238068107426,0.24585851321317728,0.9193516397476196,0.003958444157385211,0.9184977138042449,0.003521036373915878
df1,0.25,True,0.0,0.25,1.0,0.0,1.0,0.0065102584914570405,0.021054947077894928,3.912974931044304e-11,2.7561512363346126e-10,0.4411849714343571,0.30754438254417266,0.15701840091219552,0.24420011281733908,0.0065102584914570405,0.021054947077894928,3.912974931044304e-11,2.7561512363346126e-10,0.4411849714343571,0.30754438254417266,0.15701840091219552,0.24420011281733908,0.919480015039444,0.00367729648476136,0.9194849872589111,0.0035146185496374577
df1,0.30000000000000004,True,0.0,0.30000000000000004,1.0,0.0,1.0,0.00044926663026011784,0.002485729602744285,8.90577155632476e-16,5.634966800927529e-15,0.41286985448089036,0.2700177449021195,0.12849192639005336,0.21181384566541372,0.00044926663026011784,0.002485729602744285,8.90577155632476e-16,5.634966800927529e-15,0.41286985448089036,0.2700177449021195,0.12849192639005336,0.21181384566541372,0.9191817903518676,0.0031334381500255962,0.9177342283725739,0.004366518145789039
df1,0.35000000000000003,True,0.0,0.35000000000000003,1.0,0.0,1.0,1.6894236492145794e-05,7.393805077521408e-05,3.0752647038598334e-23,1.7332304677579402e-22,0.3839123288147856,0.3033513552181942,0.03934675336902231,0.08674632709857905,1.6894236492145794e-05,7.393805077521408e-05,3.0752647038598334e-23,1.7332304677579402e-22,0.3839123288147856,0.3033513552181942,0.03934675336902231,0.08674632709857905,0.9184955286979676,0.003867476394144174,0.9196402239799499,0.003765721156060477
df1,0.4,True,0.0,0.4,1.0,0.0,1.0,1.262474274522343e-07,5.673268231587147e-07,3.3230500394884744e-30,2.349715049564263e-29,0.3394019847284608,0.31322793646905744,0.009364830552589689,0.02352865372134682,1.262474274522343e-07,5.673268231587147e-07,3.3230500394884744e-30,2.349715049564263e-29,0.3394019847284608,0.31322793646905744,0.009364830552589689,0.02352865372134682,0.9190285372734069,0.003878307730596155,0.9189649796485901,0.0038774640553483936
df1,0.45,True,0.0,0.45,1.0,0.0,1.0,4.0734097590446425e-08,2.5089740071356453e-07,1.1908889142475668e-41,7.567465255602723e-41,0.10117250929981775,0.13687055862444839,0.009468519380462082,0.020443525813217397,4.0734097590446425e-08,2.5089740071356453e-07,1.1908889142475668e-41,7.567465255602723e-41,0.10117250929981775,0.13687055862444839,0.009468519380462082,0.020443525813217397,0.9193837320804596,0.003983389787060695,0.9190308320522308,0.0045528873543434776
