setting,delta,valid_cov,mu1,mu2,cov11,cov12,cov22,pval_mean,pval_std,pval_base_mean,pval_base_std,pval_recon_mean,pval_recon_std,pval_uniform_mean,pval_uniform_std,ks_p_prop_mean,ks_p_prop_std,ks_p_base_mean,ks_p_base_std,ks_p_recon_mean,ks_p_recon_std,ks_p_uniform_mean,ks_p_uniform_std,label_prob_base_mean,label_prob_base_std,label_prob_shift_mean,label_prob_shift_std
df1,0.0,True,0.0,0.0,1.0,0.0,1.0,0.5609675563461489,0.3162770979261487,0.6140880900109775,0.32460658890179084,0.4704022413928094,0.2609427345835776,0.4195252877592173,0.2857935993637271,0.5609675563461489,0.3162770979261487,0.6140880900109775,0.32460658890179084,0.4704022413928094,0.2609427345835776,0.4195252877592173,0.2857935993637271,0.9171671390533447,0.003881072871040154,0.9163176381587982,0.0031984225810771875
df1,0.05,True,0.0,0.05,1.0,0.0,1.0,0.4173456906146636,0.27584441542989224,0.4787724245210812,0.34722320027113773,0.5206926559706356,0.28469011046729975,0.12837056805914762,0.18217606689268803,0.4173456906146636,0.27584441542989224,0.4787724245210812,0.34722320027113773,0.5206926559706356,0.28469011046729975,0.12837056805914762,0.18217606689268803,0.9173131740093231,0.0037428354537325805,0.9168483865261078,0.004332952821769633
df1,0.1,True,0.0,0.1,1.0,0.0,1.0,0.351172107979299,0.28843642655667096,0.14450653808261296,0.2534764138024491,0.5388039408629077,0.32777286389020377,0.004124610994398692,0.010416722870130643,0.351172107979299,0.28843642655667096,0.14450653808261296,0.2534764138024491,0.5388039408629077,0.32777286389020377,0.004124610994398692,0.010416722870130643,0.9175015890598297,0.003351868268060266,0.9171917474269867,0.0038686994702146573
df1,0.15000000000000002,True,0.0,0.15000000000000002,1.0,0.0,1.0,0.1376642369874718,0.2215444555294622,0.008000409619833887,0.023540158046940474,0.47209692402156045,0.27867393271327506,2.828059757862205e-06,1.1874966326743313e-05,0.1376642369874718,0.2215444555294622,0.008000409619833887,0.023540158046940474,0.47209692402156045,0.27867393271327506,2.828059757862205e-06,1.1874966326743313e-05,0.9160285413265228,0.003788713068680904,0.9176518511772156,0.0033523374028209068
df1,0.2,True,0.0,0.2,1.0,0.0,1.0,0.05922991538234412,0.11761073038430366,0.00015813838998891692,0.0007406906040867128,0.5043779561308831,0.25508389361630246,5.138107896588849e-11,3.5635676322227307e-10,0.05922991538234412,0.11761073038430366,0.00015813838998891692,0.0007406906040867128,0.5043779561308831,0.25508389361630246,5.138107896588849e-11,3.5635676322227307e-10,0.9178391361236572,0.003299966404469246,0.9172548091411591,0.00333872485357575
df1,0.25,True,0.0,0.25,1.0,0.0,1.0,0.0139297077544328,0.039888455646323956,6.632121189671861e-07,2.6419992307559975e-06,0.49165742899919956,0.2619045321577538,3.333795925643181e-17,1.4235003427664497e-16,0.0139297077544328,0.039888455646323956,6.632121189671861e-07,2.6419992307559975e-06,0.49165742899919956,0.2619045321577538,3.333795925643181e-17,1.4235003427664497e-16,0.9165889608860016,0.003954942397592238,0.9165660536289215,0.004173610116247808
df1,0.30000000000000004,True,0.0,0.30000000000000004,1.0,0.0,1.0,0.006454347758690287,0.0281296950049525,2.1107153133350734e-09,1.0596974820119531e-08,0.47464410670098717,0.3027200135027789,3.4142978489238715e-25,2.3750474735315246e-24,0.006454347758690287,0.0281296950049525,2.1107153133350734e-09,1.0596974820119531e-08,0.47464410670098717,0.3027200135027789,3.4142978489238715e-25,2.3750474735315246e-24,0.9165758490562439,0.0036099427506093382,0.9168111956119538,0.0034036089867552095
df1,0.35000000000000003,True,0.0,0.35000000000000003,1.0,0.0,1.0,0.0001758218839188973,0.0006520018026853885,8.263873109829743e-12,3.824090937497331e-11,0.3738507952335711,0.2929864768733226,3.757183563651049e-33,2.6507747300860137e-32,0.0001758218839188973,0.0006520018026853885,8.263873109829743e-12,3.824090937497331e-11,0.3738507952335711,0.2929864768733226,3.757183563651049e-33,2.6507747300860137e-32,0.9167088866233826,0.00355851764834516,0.9169532942771912,0.003774530570965362
df1,0.4,True,0.0,0.4,1.0,0.0,1.0,1.5469564016684838e-05,6.585801279017566e-05,1.8636259057220904e-15,1.2371760417924223e-14,0.3412235192578958,0.30027191737409265,4.175891389007411e-46,2.5089259605897743e-45,1.5469564016684838e-05,6.585801279017566e-05,1.8636259057220904e-15,1.2371760417924223e-14,0.3412235192578958,0.30027191737409265,4.175891389007411e-46,2.5089259605897743e-45,0.9158454740047455,0.003774562771327438,0.9164949429035186,0.003874595270845655
df1,0.45,True,0.0,0.45,1.0,0.0,1.0,1.8226591339262775e-07,9.619211036624533e-07,1.7316492798570004e-21,1.185194735824795e-20,0.24369953082937326,0.26149232956904034,4.627553937925789e-60,3.2002939835977104e-59,1.8226591339262775e-07,9.619211036624533e-07,1.7316492798570004e-21,1.185194735824795e-20,0.24369953082937326,0.26149232956904034,4.627553937925789e-60,3.2002939835977104e-59,0.9173068189620972,0.0028622778128131335,0.9171565628051758,0.00410565422013059
df1,0.5,True,0.0,0.5,1.0,0.0,1.0,3.859001823849372e-10,1.8430075877493694e-09,3.460468038787606e-26,2.3852612045867454e-25,0.1314394603661468,0.21134139047576478,1.6843543024066445e-68,1.1834252251752263e-67,3.859001823849372e-10,1.8430075877493694e-09,3.460468038787606e-26,2.3852612045867454e-25,0.1314394603661468,0.21134139047576478,1.6843543024066445e-68,1.1834252251752263e-67,0.9171508300304413,0.0036879258125493888,0.9169059574604035,0.003786306736385105
df1,0.55,True,0.0,0.55,1.0,0.0,1.0,4.809700660396106e-10,2.6710857115057146e-09,1.703130954661424e-27,1.192625754504068e-26,0.06145112857399428,0.15039311871669897,4.3475748391989375e-75,3.0741996505135604e-74,4.809700660396106e-10,2.6710857115057146e-09,1.703130954661424e-27,1.192625754504068e-26,0.06145112857399428,0.15039311871669897,4.3475748391989375e-75,3.0741996505135604e-74,0.9173769199848175,0.004164958479383244,0.9171989405155182,0.003043303285998915
