delta,label_prob_base_mean,label_prob_base_std,label_prob_shift_mean,label_prob_shift_std,setting
0.0,0.9227965617179871,0.003621597449002851,0.9229811787605285,0.003567972838034845,df1
0.05,0.9230325531959533,0.003342178586541916,0.9230052328109741,0.0036675173640488023,df1
0.1,0.9234549021720886,0.003676407299418197,0.9229908037185669,0.003987297341148857,df1
0.15000000000000002,0.9221112287044525,0.0034466589984411496,0.923800277709961,0.003649801653884773,df1
0.2,0.9234763407707214,0.0035621637302163823,0.9230270767211914,0.0032163977679832505,df1
0.25,0.9227525186538696,0.003229672064862977,0.9227674674987792,0.003480654726806875,df1
0.30000000000000004,0.9231083953380584,0.0034376073471490973,0.92312824010849,0.0040016171587292735,df1
0.35000000000000003,0.9234751677513122,0.0037731794639555105,0.9227018249034882,0.0033823465487265573,df1
0.4,0.9236802101135254,0.003657989036394226,0.9226924073696137,0.00361634484834688,df1
0.45,0.9228953993320466,0.003932274158805819,0.9224133563041687,0.0034207823099472487,df1
0.5,0.924244726896286,0.003291853386506645,0.9222209119796753,0.003476744504514771,df1
0.55,0.9235920405387879,0.0035934114799064513,0.9221933448314666,0.0033874304955477147,df1
0.6000000000000001,0.9235710680484772,0.003484069226451046,0.9222593915462494,0.003385674279655915,df1
0.65,0.9231532621383667,0.003640043724836975,0.9227576887607575,0.0034486674332193136,df1
0.7000000000000001,0.9222964560985565,0.003350339796739511,0.922369714975357,0.0036407405949185974,df1
0.75,0.9219663310050964,0.003318135794724243,0.9230346643924713,0.0033950875893615736,df1
0.8,0.922138683795929,0.003930883221668057,0.9227316403388977,0.0042293332423548645,df1
0.8500000000000001,0.923680089712143,0.003477042500074212,0.9231855082511902,0.0029037607236080632,df1
0.9,0.9225203728675843,0.0032012204756881922,0.9225918412208557,0.0036269536202397585,df1
0.9500000000000001,0.9221619105339051,0.003043365448485319,0.9240364575386047,0.003518075036675028,df1
1.0,0.9235210096836091,0.003500146786452658,0.9234993696212769,0.0036467192593361486,df1
0.0,0.9227965617179871,0.003621597449002851,0.9229811787605285,0.003567972838034845,df2
0.05,0.9230325531959533,0.003342178586541916,0.922719088792801,0.003595402434642276,df2
0.1,0.9234549021720886,0.003676407299418197,0.9216748154163361,0.003811600802969771,df2
0.15000000000000002,0.9221112287044525,0.0034466589984411496,0.9210059905052185,0.003406780967875204,df2
0.2,0.9234763407707214,0.0035621637302163823,0.9180035889148712,0.003438846951027047,df2
0.25,0.9227525186538696,0.003229672064862977,0.9157064020633697,0.0033667906261359943,df2
0.30000000000000004,0.9231083953380584,0.0034376073471490973,0.9115985298156738,0.0041065198050156205,df2
0.35000000000000003,0.9234751677513122,0.0037731794639555105,0.9070576226711273,0.0035099764110415824,df2
0.4,0.9236802101135254,0.003657989036394226,0.902703115940094,0.0038838824917032887,df2
0.45,0.9228953993320466,0.003932274158805819,0.8983076500892639,0.003984114835908673,df2
0.5,0.924244726896286,0.003291853386506645,0.8924214196205139,0.004727809965962038,df2
0.55,0.9235920405387879,0.0035934114799064513,0.8866569936275482,0.004318824356314052,df2
0.6000000000000001,0.9235710680484772,0.003484069226451046,0.8782876193523407,0.0036770527570156764,df2
0.65,0.9231532621383667,0.003640043724836975,0.8720309972763062,0.004684344657980994,df2
0.7000000000000001,0.9222964560985565,0.003350339796739511,0.8635367858409881,0.00493066862125995,df2
0.75,0.9219663310050964,0.003318135794724243,0.8550991737842559,0.004994870242594229,df2
0.8,0.922138683795929,0.003930883221668057,0.8463890039920807,0.0047344202264778075,df2
0.8500000000000001,0.923680089712143,0.003477042500074212,0.8386638736724854,0.00512547621596257,df2
0.9,0.9225203728675843,0.0032012204756881922,0.8277197420597077,0.0055862432798480435,df2
0.9500000000000001,0.9221619105339051,0.003043365448485319,0.816380136013031,0.004911289656402596,df2
1.0,0.9235210096836091,0.003500146786452658,0.8063836395740509,0.005297404311484991,df2
0.0,0.8075850939750672,0.006126700009151736,0.8098059141635895,0.005610298575683683,df3
0.05,0.808560585975647,0.005363692153344198,0.8086256384849548,0.005148151029436845,df3
0.1,0.8081794095039367,0.00612440193696883,0.8079491484165192,0.00478470377515553,df3
0.15000000000000002,0.8084524726867676,0.004634221397704308,0.8086901688575745,0.005683556234011384,df3
0.2,0.8079722142219543,0.004529708073328332,0.8090023994445801,0.005052329558255927,df3
0.25,0.809187330007553,0.005685162374690909,0.8090711283683777,0.0051105931055139536,df3
0.30000000000000004,0.8085988092422486,0.0044317237134184825,0.809560581445694,0.005659535875458515,df3
0.35000000000000003,0.8095019090175629,0.005586100590876742,0.8085426902770996,0.0045013214270733706,df3
0.4,0.8076586318016052,0.00585728480809777,0.8082251250743866,0.005695207394218696,df3
0.45,0.8086603081226349,0.0046771805057982865,0.8087597680091858,0.005863711777830062,df3
0.5,0.8106202208995819,0.004830205704686916,0.8075032293796539,0.005523377060005235,df3
0.55,0.8087590765953064,0.005377473715671602,0.8095583212375641,0.004427210777000908,df3
0.6000000000000001,0.8087837541103363,0.0040573059486193755,0.8085435175895691,0.004961399880136418,df3
0.65,0.8088368666172028,0.0060693597370103086,0.8104227209091186,0.004208565232306074,df3
0.7000000000000001,0.8082706153392791,0.005283219446849072,0.8103813195228576,0.004910326688203103,df3
0.75,0.810045269727707,0.005281634350910979,0.8117465579509735,0.0057964658427075875,df3
0.8,0.8082318103313446,0.004966236311786152,0.8130932056903839,0.003994744596210244,df3
0.8500000000000001,0.8087342405319213,0.004789767338903379,0.8115737187862396,0.005590973773604979,df3
0.9,0.8077555203437805,0.005593204721456278,0.8145779848098755,0.005503560100192574,df3
0.9500000000000001,0.8077402794361115,0.005508734225047316,0.8150935554504395,0.00616923009883753,df3
1.0,0.808381986618042,0.005280414711185364,0.8151756477355957,0.0061153164393012265,df3
