setting,0.0,0.05,0.1,0.15000000000000002,0.2,0.25,0.30000000000000004,0.35000000000000003,0.4,0.45,0.5,0.55,0.6000000000000001,0.65,0.7000000000000001,0.75,0.8,0.8500000000000001,0.9,0.9500000000000001,1.0
df1,0.12,0.26,0.64,0.94,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
df2,0.12,0.3,0.72,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
df3,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,0.0,0.040000000000000036,0.0,0.0,0.020000000000000018,0.020000000000000018,0.06000000000000005,0.07999999999999996,0.06000000000000005,0.16000000000000003,0.38,0.36,0.45999999999999996,0.6799999999999999,0.46
