delta,pval_base,pval,setting,gap
0.0,0.12,0.1,df1,0.01999999999999999
0.04,0.1,0.08,df1,0.020000000000000004
0.08,0.12,0.36,df1,-0.24
0.12,0.08,0.36,df1,-0.27999999999999997
0.16,0.12,0.62,df1,-0.5
0.2,0.16,0.68,df1,-0.52
0.24,0.2,0.9,df1,-0.7
0.28,0.28,1.0,df1,-0.72
0.32,0.32,1.0,df1,-0.6799999999999999
0.36,0.44,1.0,df1,-0.56
0.4,0.44,1.0,df1,-0.56
0.44,0.5,1.0,df1,-0.5
0.48,0.52,1.0,df1,-0.48
0.52,0.64,1.0,df1,-0.36
0.56,0.88,1.0,df1,-0.12
0.6,0.86,1.0,df1,-0.14
0.64,0.9,1.0,df1,-0.09999999999999998
0.68,0.94,1.0,df1,-0.06000000000000005
0.72,0.92,1.0,df1,-0.07999999999999996
0.76,1.0,1.0,df1,0.0
0.8,0.98,1.0,df1,-0.020000000000000018
0.0,0.12,0.1,df2,0.01999999999999999
0.04,0.12,0.14,df2,-0.020000000000000018
0.08,0.08,0.2,df2,-0.12000000000000001
0.12,0.0,0.36,df2,-0.36
0.16,0.06,0.42,df2,-0.36
0.2,0.16,0.68,df2,-0.52
0.24,0.12,0.74,df2,-0.62
0.28,0.06,0.86,df2,-0.8
0.32,0.26,0.94,df2,-0.6799999999999999
0.36,0.42,0.98,df2,-0.56
0.4,0.34,1.0,df2,-0.6599999999999999
0.44,0.22,1.0,df2,-0.78
0.48,0.42,1.0,df2,-0.5800000000000001
0.52,0.44,1.0,df2,-0.56
0.56,0.52,1.0,df2,-0.48
0.6,0.4,1.0,df2,-0.6
0.64,0.38,1.0,df2,-0.62
0.68,0.52,1.0,df2,-0.48
0.72,0.5,1.0,df2,-0.5
0.76,0.58,1.0,df2,-0.42000000000000004
0.8,0.74,1.0,df2,-0.26
0.0,0.12,0.1,df3,0.01999999999999999
0.05,0.08,0.1,df3,-0.020000000000000004
0.1,0.02,0.04,df3,-0.02
0.15000000000000002,0.12,0.06,df3,0.06
0.2,0.2,0.06,df3,0.14
0.25,0.2,0.12,df3,0.08000000000000002
0.30000000000000004,0.22,0.08,df3,0.14
0.35000000000000003,0.42,0.14,df3,0.27999999999999997
0.4,0.72,0.14,df3,0.58
0.45,0.74,0.18,df3,0.56
0.5,0.72,0.16,df3,0.5599999999999999
0.55,0.84,0.5,df3,0.33999999999999997
0.6000000000000001,0.96,0.48,df3,0.48
0.65,0.98,0.6,df3,0.38
0.7000000000000001,1.0,0.94,df3,0.06000000000000005
0.75,1.0,0.98,df3,0.020000000000000018
0.8,0.98,1.0,df3,-0.020000000000000018
0.8500000000000001,1.0,1.0,df3,0.0
0.9,1.0,1.0,df3,0.0
0.9500000000000001,1.0,1.0,df3,0.0
1.0,1.0,1.0,df3,0.0
