delta,pval_base,pval,setting,gap
0.0,0.08,0.08,df1,0.0
0.02,0.06,0.1,df1,-0.04000000000000001
0.04,0.08,0.12,df1,-0.039999999999999994
0.06,0.0,0.02,df1,-0.02
0.08,0.08,0.08,df1,0.0
0.1,0.1,0.06,df1,0.04000000000000001
0.12,0.14,0.16,df1,-0.01999999999999999
0.14,0.12,0.12,df1,0.0
0.16,0.1,0.14,df1,-0.04000000000000001
0.18,0.14,0.14,df1,0.0
0.2,0.12,0.1,df1,0.01999999999999999
0.22,0.2,0.14,df1,0.06
0.24,0.38,0.1,df1,0.28
0.26,0.16,0.16,df1,0.0
0.28,0.32,0.18,df1,0.14
0.3,0.24,0.12,df1,0.12
0.32,0.34,0.1,df1,0.24000000000000002
0.34,0.32,0.12,df1,0.2
0.36,0.42,0.14,df1,0.27999999999999997
0.38,0.42,0.16,df1,0.26
0.4,0.42,0.2,df1,0.21999999999999997
0.0,0.08,0.08,df2,0.0
0.02,0.1,0.06,df2,0.04000000000000001
0.04,0.12,0.08,df2,0.039999999999999994
0.06,0.08,0.02,df2,0.06
0.08,0.06,0.06,df2,0.0
0.1,0.1,0.12,df2,-0.01999999999999999
0.12,0.04,0.1,df2,-0.060000000000000005
0.14,0.12,0.12,df2,0.0
0.16,0.1,0.06,df2,0.04000000000000001
0.18,0.08,0.06,df2,0.020000000000000004
0.2,0.14,0.14,df2,0.0
0.22,0.18,0.16,df2,0.01999999999999999
0.24,0.28,0.12,df2,0.16000000000000003
0.26,0.14,0.12,df2,0.020000000000000018
0.28,0.24,0.08,df2,0.15999999999999998
0.3,0.2,0.04,df2,0.16
0.32,0.3,0.08,df2,0.21999999999999997
0.34,0.24,0.1,df2,0.13999999999999999
0.36,0.36,0.12,df2,0.24
0.38,0.32,0.12,df2,0.2
0.4,0.48,0.1,df2,0.38
0.0,0.14,0.1,df3,0.04000000000000001
0.025,0.06,0.1,df3,-0.04000000000000001
0.05,0.16,0.06,df3,0.1
0.07500000000000001,0.08,0.06,df3,0.020000000000000004
0.1,0.1,0.08,df3,0.020000000000000004
0.125,0.2,0.1,df3,0.1
0.15000000000000002,0.18,0.08,df3,0.09999999999999999
0.17500000000000002,0.42,0.18,df3,0.24
0.2,0.32,0.16,df3,0.16
0.225,0.56,0.12,df3,0.44000000000000006
0.25,0.62,0.2,df3,0.42
0.275,0.76,0.14,df3,0.62
0.30000000000000004,0.68,0.26,df3,0.42000000000000004
0.325,0.9,0.24,df3,0.66
0.35000000000000003,0.94,0.18,df3,0.76
0.375,0.94,0.3,df3,0.6399999999999999
0.4,1.0,0.3,df3,0.7
0.42500000000000004,1.0,0.26,df3,0.74
0.45,1.0,0.32,df3,0.6799999999999999
0.47500000000000003,1.0,0.36,df3,0.64
0.5,1.0,0.52,df3,0.48
