delta,pval_base,pval,setting,gap
0.0,0.06,0.12,df1,-0.06
0.04,0.06,0.14,df1,-0.08000000000000002
0.08,0.12,0.12,df1,0.0
0.12,0.12,0.14,df1,-0.020000000000000018
0.16,0.16,0.18,df1,-0.01999999999999999
0.2,0.12,0.32,df1,-0.2
0.24,0.34,0.52,df1,-0.18
0.28,0.54,0.68,df1,-0.14
0.32,0.58,0.48,df1,0.09999999999999998
0.36,0.8,0.74,df1,0.06000000000000005
0.4,0.88,0.86,df1,0.020000000000000018
0.44,0.88,0.92,df1,-0.040000000000000036
0.48,0.84,0.98,df1,-0.14
0.52,1.0,1.0,df1,0.0
0.56,0.98,1.0,df1,-0.020000000000000018
0.6,1.0,1.0,df1,0.0
0.64,1.0,1.0,df1,0.0
0.68,1.0,1.0,df1,0.0
0.72,1.0,1.0,df1,0.0
0.76,1.0,1.0,df1,0.0
0.8,1.0,1.0,df1,0.0
0.0,0.06,0.12,df2,-0.06
0.04,0.08,0.04,df2,0.04
0.08,0.16,0.06,df2,0.1
0.12,0.1,0.14,df2,-0.04000000000000001
0.16,0.1,0.22,df2,-0.12
0.2,0.16,0.4,df2,-0.24000000000000002
0.24,0.18,0.32,df2,-0.14
0.28,0.24,0.3,df2,-0.06
0.32,0.28,0.5,df2,-0.21999999999999997
0.36,0.32,0.62,df2,-0.3
0.4,0.44,0.56,df2,-0.12000000000000005
0.44,0.44,0.54,df2,-0.10000000000000003
0.48,0.68,0.74,df2,-0.05999999999999994
0.52,0.62,0.88,df2,-0.26
0.56,0.7,0.86,df2,-0.16000000000000003
0.6,0.78,0.92,df2,-0.14
0.64,0.86,0.94,df2,-0.07999999999999996
0.68,0.84,0.88,df2,-0.040000000000000036
0.72,0.88,0.96,df2,-0.07999999999999996
0.76,0.88,0.94,df2,-0.05999999999999994
0.8,0.9,0.96,df2,-0.05999999999999994
0.0,0.08,0.1,df3,-0.020000000000000004
0.05,0.12,0.1,df3,0.01999999999999999
0.1,0.22,0.04,df3,0.18
0.15000000000000002,0.22,0.06,df3,0.16
0.2,0.32,0.08,df3,0.24
0.25,0.6,0.08,df3,0.52
0.30000000000000004,0.8,0.1,df3,0.7000000000000001
0.35000000000000003,0.92,0.18,df3,0.74
0.4,1.0,0.1,df3,0.9
0.45,1.0,0.1,df3,0.9
0.5,1.0,0.18,df3,0.8200000000000001
0.55,1.0,0.36,df3,0.64
0.6000000000000001,1.0,0.3,df3,0.7
0.65,1.0,0.56,df3,0.43999999999999995
0.7000000000000001,1.0,0.56,df3,0.43999999999999995
0.75,1.0,0.68,df3,0.31999999999999995
0.8,1.0,0.6,df3,0.4
0.8500000000000001,1.0,0.92,df3,0.07999999999999996
0.9,1.0,0.94,df3,0.06000000000000005
0.9500000000000001,1.0,0.98,df3,0.020000000000000018
1.0,1.0,1.0,df3,0.0
